word	types	reference
eine		[]
christliche		[]
orgelpredigt		[]
von		[]
der		[]
nutzbarkeit		[]
der		[]
orgeln		[]
in		[]
der		[]
kirchen		[]
bey		[]
neu		[]
angeschaffenen		[]
orgelwerck		[]
der		[]
petersdorffschen		[]
kirchen		[]
anstatt		[]
einer		[]
einweyhungspredigt		[]
am		[]
xx		[]
sonntag		[]
nach		[]
trinit		[]
nach		[]
anleitung		[]
des		[]
ordentlichen		[]
sontags		[]
evangelii		[]
erleutert		[]
und		[]
der		[]
christlichen		[]
gemeine		[]
daselbst		[]
einfältig		[]
und		[]
eyligst		[]
vorgestellet		[]
gott		[]
und		[]
den		[]
treuhertzigen		[]
wohlthätern		[]
zur		[]
schuldigsten		[]
danckbarkeit		[]
und		[]
immerwehrendem		[]
andencken		[]
ans		[]
licht		[]
gegeben		[]
durch		[]
m		[]
gottfried		[]
steinfeld		[]
past		[]
loci		[]
dantzjg		[]
druckts		[]
johannzacharias		[]
stolle		[]
anno		[]
1695		[]
denen		[]
hochund		[]
wohledelgebohrnen		[]
herren		[]
herrn		[]
friedrich		[]
wilhelm		[]
von		[]
canitz		[]
sr		[]
churfl		[]
durchl		[]
zu		[]
br		[]
höchstmeritirten		[]
landrath		[]
und		[]
oberhauptmann		[]
auf		[]
tapjau		[]
der		[]
hochadl		[]
güter		[]
zu		[]
podangen		[]
erbherrn		[]
herrn		[]
georg		[]
adam		[]
von		[]
schlieben		[]
sr		[]
churfl		[]
durchl		[]
zu		[]
brand		[]
hochansehnlichen		[]
preußischen		[]
oberforstmeistern		[]
des		[]
samländund		[]
littauschen		[]
kreyses		[]
der		[]
hochadl		[]
güter		[]
zu		[]
sanditten		[]
targen		[]
oppen		[]
kl		[]
wattlack		[]
rockelkeim		[]
etc		[]
etc		[]
erbherrn		[]
herrn		[]
melchior		[]
ernst		[]
von		[]
rippen		[]
sr		[]
churfl		[]
durchl		[]
wohlbedient		[]
gewesenen		[]
majoren		[]
der		[]
hochadlichen		[]
güter		[]
zu		[]
kuglack		[]
und		[]
jacobsdorff		[]
erbherrn		[]
herrn		[]
ehrhard		[]
von		[]
rödern		[]
wohlmeritirten		[]
capitainlieutnant		[]
der		[]
hochadelichen		[]
güter		[]
zu		[]
pernehn		[]
und		[]
käwarnich		[]
erbherrn		[]
herrn		[]
johann		[]
melchior		[]
von		[]
rödern		[]
der		[]
hochadlichen		[]
güter		[]
zu		[]
ripkeim		[]
aucken		[]
und		[]
colm		[]
etc		[]
etc		[]
etc		[]
erbherrn		[]
seinem		[]
hochgebietenden		[]
herrn		[]
hauptmann		[]
und		[]
allerseits		[]
hochgeehrten		[]
herren		[]
patronen		[]
respectivè		[]
geneigten		[]
herren		[]
gevattern		[]
und		[]
in		[]
der		[]
liebe		[]
jesu		[]
geliebten		[]
seelenkindern		[]
meinen		[]
und		[]
des		[]
petersdorffschen		[]
gotteshauses		[]
hohen		[]
und		[]
grossen		[]
wohlthätern		[]
übergiebet		[]
diese		[]
geringe		[]
predigt		[]
aus		[]
schuldigster		[]
danckbarkeit		[]
mit		[]
herzlichem		[]
wundsch		[]
zeitlicher		[]
und		[]
ewiger		[]
wohlfahrt		[]
jhr		[]
geringster		[]
diener		[]
und		[]
treuer		[]
vorbitter		[]
zu		[]
ggtt		[]
m		[]
g		[]
steinfeldt		[]
p		[]
p		[]
ejnem		[]
ehrliebendem		[]
gemüht		[]
daß		[]
nicht		[]
nur		[]
den		[]
ruhm		[]
eines		[]
danckbahren		[]
menschen		[]
besondern		[]
die		[]
geneigte		[]
gunst		[]
seiner		[]
wohlthäter		[]
beybehalten		[]
wil		[]
stehet		[]
wohl		[]
an		[]
daß		[]
es		[]
in		[]
acht		[]
nehme		[]
was		[]
seneca		[]
der		[]
weise		[]
heyde		[]
in		[]
seiner		[]
81		[]
epistel		[]
pag		[]
181		[]
schreibet		[]
vitemus		[]
ingrati		[]
esse		[]
non		[]
aliena		[]
causa		[]
sed		[]
nostra		[]
scheuen		[]
sollen		[]
wir		[]
uns		[]
undankbahr		[]
zu		[]
seyn		[]
nicht		[]
so		[]
umb		[]
anderer		[]
als		[]
unser		[]
selbst		[]
willen		[]
so		[]
viel		[]
haben		[]
die		[]
heyden		[]
von		[]
der		[]
danckbarkeit		[]
gehalten		[]
daß		[]
sie		[]
auch		[]
ein		[]
groß		[]
laster		[]
gerechnet		[]
der		[]
wohlthat		[]
vergessen		[]
dessen		[]
erinnert		[]
so		[]
wol		[]
cato		[]
m		[]
beneficii	 quelle	['E080363']
accepti	 quelle	['E080363']
memor	 quelle	['E080363']
esto	 quelle	['E080363']
als		[]
auch		[]
der		[]
weise		[]
grieche		[]
cleobulus		[]
beneficii		[]
accepti		[]
memento		[]
sey		[]
eingedenck		[]
der		[]
genossenen		[]
und		[]
empfangener		[]
wohlthaten		[]
mir		[]
daucht		[]
wenn		[]
ich		[]
die		[]
von		[]
sr		[]
excellentz		[]
und		[]
allen		[]
hochedelgeb		[]
herren		[]
meinen		[]
hohen		[]
förderern		[]
erwiesene		[]
wohlthat		[]
unsern		[]
gotteshause		[]
als		[]
ein		[]
geringer		[]
diener		[]
desselben		[]
vergessen		[]
solte		[]
würde		[]
man		[]
mit		[]
recht		[]
mich		[]
einen		[]
undanckbahren		[]
kuckuck		[]
nennen		[]
ja		[]
ich		[]
selbsten		[]
müste		[]
mich		[]
schämen		[]
so		[]
hohen		[]
wohlthätern		[]
die		[]
augen		[]
zu		[]
weisen		[]
imfall		[]
nicht		[]
jhre		[]
