word	types	reference
cithara		[]
theologica		[]
das		[]
ist		[]
geistliche		[]
harffe		[]
verfertiget		[]
aus		[]
den		[]
letzten		[]
worten		[]
des		[]
evangelij		[]
so		[]
am		[]
dritten		[]
osterfeyertage		[]
zu		[]
erklären		[]
verordnet		[]
und		[]
bey		[]
einweyhung		[]
des		[]
neuen		[]
schönen		[]
orgelwercks		[]
zu		[]
veilsdorf		[]
an		[]
gedachtem		[]
dritten		[]
osterfeyertage		[]
jn		[]
einer		[]
besonders		[]
aufgetragenen		[]
predigt		[]
christlicher		[]
massen		[]
geschlagen		[]
und		[]
fein		[]
nachzuschlagen		[]
gewiesen		[]
auch		[]
auf		[]
begehren		[]
beyderseits		[]
christlichen		[]
gemeinden		[]
veilsdorf		[]
und		[]
schackendorf		[]
zum		[]
druck		[]
überreichet		[]
von		[]
johanne		[]
christophoro		[]
thielen		[]
pfarrern		[]
daselbst		[]
und		[]
zu		[]
harreß		[]
gedruckt		[]
in		[]
schleusingen		[]
bey		[]
sebastian		[]
göbel		[]
1683		[]
denen		[]
erbarn		[]
und		[]
ehrsamen		[]
erhard		[]
dreßeln		[]
und		[]
johann		[]
roßteuschern		[]
beyden		[]
schultheissen		[]
wie		[]
auch		[]
zwölffern		[]
sechsern		[]
lastenund		[]
dorfsmeistern		[]
samt		[]
beyden		[]
gantzen		[]
christlichen		[]
gemeinden		[]
zu		[]
veilsdorf		[]
und		[]
schackendorf		[]
meinen		[]
allerseits		[]
anvertrauten		[]
lieben		[]
pfarrkindern		[]
zum		[]
guten		[]
andencken		[]
erzeigter		[]
christlichen		[]
mildigkeit		[]
wegen		[]
gestiften		[]
orgelwercks		[]
zuschreibet		[]
diese		[]
einfältige		[]
predigt		[]
johann		[]
christoph		[]
thilo		[]
pfarrer		[]
das		[]
künstlich		[]
orgelwerck		[]
dem		[]
gottes		[]
eigne		[]
hand		[]
die		[]
pfeiffen		[]
eingesetzt		[]
und		[]
selbst		[]
den		[]
wind		[]
gegeben		[]
der		[]
durch		[]
so		[]
manchen		[]
ton		[]
die		[]
hertzen		[]
kan		[]
beleben		[]
der		[]
schon		[]
erstorben		[]
sind		[]
das		[]
ist		[]
euch		[]
wol		[]
bekant		[]
herr		[]
thilo		[]
dessen		[]
mund		[]
so		[]
schöne		[]
weisen		[]
spielt		[]
nach		[]
gottes		[]
eignen		[]
tact		[]
daß		[]
satan		[]
muß		[]
verstummen		[]
mit		[]
seinem		[]
falschen		[]
ton		[]
den		[]
er		[]
