word	types	reference
vlmische		[]
orgel		[]
predigt		[]
darinn		[]
von		[]
der		[]
jnstrumentalmusic		[]
inns		[]
gemein		[]
sonderlich		[]
aber		[]
von		[]
dero		[]
orgeln		[]
erfindung		[]
vnd		[]
gebrauch		[]
in		[]
der		[]
kirchen		[]
gottes		[]
von		[]
anfang		[]
der		[]
welt		[]
biß		[]
hieher		[]
kürtzlich		[]
discurriret		[]
zugleich		[]
auch		[]
die		[]
schöne		[]
herrliche		[]
vlmer		[]
orgel		[]
beschrieben		[]
wirdt		[]
gehalten		[]
zu		[]
vlm		[]
im		[]
münster		[]
an		[]
dessen		[]
kirchweyhtag		[]
den		[]
1		[]
augusti		[]
dieses		[]
1624		[]
jahrs		[]
vnd		[]
auff		[]
begehren		[]
in		[]
offenen		[]
truck		[]
geben		[]
durch		[]
cunrad		[]
dieterich		[]
der		[]
heiligen		[]
schrifft		[]
doctorn		[]
dero		[]
vlmischen		[]
kirchen		[]
superintendenten		[]
gedruckt		[]
zu		[]
vlm		[]
in		[]
der		[]
mederischen		[]
truckerey		[]
m		[]
dc		[]
xxiv		[]
vakat		[]
ehrnvöster		[]
vornehmer		[]
insonders		[]
geliebter		[]
herr		[]
vnd		[]
freundt		[]
demnach		[]
ich		[]
ohnlangst		[]
bey		[]
vnserer		[]
nechstverwichnen		[]
kirchwey		[]
ein		[]
christliche		[]
einfältige		[]
sermon		[]
von		[]
der		[]
jnstrumentalmusic		[]
vnd		[]
orgeln		[]
gehalten		[]
darinn		[]
ich		[]
von		[]
dem		[]
ersten		[]
brauch		[]
der		[]
musicalischen		[]
jnstrumenten		[]
beym		[]
gottesdienst		[]
ins		[]
gemein		[]
besonders		[]
aber		[]
deren		[]
orgeln		[]
einen		[]
kurtz		[]
durchgehenden		[]
discurs		[]
gehalten		[]
vnd		[]
aber		[]
daß		[]
ich		[]
selbigen		[]
in		[]
offnen		[]
truck		[]
publiciren		[]
vnd		[]
außgehen		[]
lassen		[]
wolle		[]
von		[]
etzlichen		[]
guthertzigen		[]
der		[]
kirchenmusicliebhabenden		[]
von		[]
mir		[]
begehrt		[]
worden		[]
als		[]
hab		[]
ich		[]
denselbigen		[]
bevorderst		[]
dann		[]
auch		[]
andern		[]
ins		[]
gemein		[]
zu		[]
gutem		[]
willen		[]
hierin		[]
gern		[]
in		[]
rei		[]
memoriam		[]
gratificiren		[]
wöllen		[]
vnangesehen		[]
mir		[]
nit		[]
