word	types	reference
organum		[]
mysticum		[]
oder		[]
des		[]
herrn		[]
jesu		[]
geistliche		[]
christenorgel		[]
deren		[]
verstimmung		[]
und		[]
wiederanstimmung		[]
vormahls		[]
am		[]
xv		[]
sontage		[]
nach		[]
trinit		[]
anno		[]
1686		[]
der		[]
lindenauischen		[]
kirchgemein		[]
jn		[]
einer		[]
orgelpredigt		[]
öffentlich		[]
fürgestellet		[]
und		[]
itzo		[]
zu		[]
fernerer		[]
außbreitung		[]
der		[]
ehre		[]
gottes		[]
und		[]
frommer		[]
christen		[]
erbauung		[]
vermehret		[]
jn		[]
druck		[]
giebet		[]
m		[]
samuel		[]
roscher		[]
zitta-lusatus		[]
p		[]
t		[]
pfarr		[]
in		[]
lindenau		[]
bey		[]
ortrand		[]
dresden		[]
druckts		[]
johann		[]
riedel		[]
dem		[]
hochedel		[]
gebohrnen		[]
gestrengen		[]
großmannvesten		[]
herrn		[]
herrn		[]
george		[]
rudolff		[]
von		[]
minckwitz		[]
erbherrn		[]
auff		[]
malsitz		[]
etc		[]
churfürstl		[]
durchl		[]
zu		[]
sachßen		[]
hochbestellten		[]
obristen		[]
über		[]
ein		[]
regiment		[]
defensioner		[]
zu		[]
fuß		[]
meinem		[]
respective		[]
hochgeehrten		[]
herrn		[]
eyffrigen		[]
patron		[]
und		[]
hochgeneigten		[]
gönner		[]
und		[]
dem		[]
hochedelgebohrnen		[]
gestrengen		[]
vesten		[]
herrn		[]
herrn		[]
caspar		[]
ehrenreich		[]
von		[]
minckwitz		[]
auff		[]
drehna		[]
lindenau		[]
und		[]
tetke		[]
etc		[]
etc		[]
wie		[]
auch		[]
der		[]
hochedelgebohrnen		[]
hochehr		[]
und		[]
tugendbelobten		[]
frau		[]
frau		[]
catharina		[]
elisabeth		[]
von		[]
minckwitzin		[]
gebohrner		[]
von		[]
holtzendorffin		[]
auff		[]
besagte		[]
herrschafften		[]
meinem		[]
respective		[]
hochzuehrenden		[]
lehnsherrn		[]
und		[]
frau		[]
hochwehrtesten		[]
gevattern		[]
großgeneigten		[]
gönnern		[]
ubergiebet		[]
diese		[]
vormahls		[]
gehaltene		[]
orgelpredigt		[]
jn		[]
demüthigstdanckbahrer		[]
devotion		[]
dero		[]
allerseis		[]
verpflichtester		[]
diener		[]
und		[]
vorbitter		[]
m		[]
s		[]
r		[]
jn		[]
jesu		[]
nahmen		[]
amen		[]
wje		[]
begierig		[]
und		[]
eyffrig		[]
der		[]
in		[]
gott		[]
verliebte		[]
und		[]
von		[]
gott		[]
geliebte		[]
könig		[]
david		[]
auff		[]
das		[]
lob		[]
seines		[]
gottes		[]
gewest		[]
also		[]
daß		[]
er		[]
dasselbe		[]
auff		[]
allerley		[]
weise		[]
zu		[]
befördern		[]
getracht		[]
ersiehet		[]
man		[]
unter		[]
andern		[]
auch		[]
aus		[]
dieser		[]
seiner		[]
lobesauffmunterung		[]
die		[]
er		[]
ps		[]
cl		[]
v		[]
4		[]
thut		[]
wenn		[]
er		[]
spricht		[]
laudate	 bibel	['Ps_150-4']
eum	 bibel	['Ps_150-4']
in	 bibel	['Ps_150-4']
organo	 bibel	['Ps_150-4']
lobet		[]
ihn		[]
mit		[]
der		[]
orgel		[]
jn		[]
der		[]
hebreischen		[]
hauptsprache		[]
stehet		[]
das		[]
wort		[]
welches		[]
seinem		[]
ursprunge		[]
nach		[]
est		[]
enim		[]
â	 quelle	['E080310']
radice	 quelle	['E080310']
adamavit	 quelle	['E080310']
ein	 quelle	['E080310']
annehmliches	 quelle	['E080310']
instrument	 quelle	['E080310']
bedeutet	 quelle	['E080310']
das	 quelle	['E080310']
mit	 quelle	['E080310']
seinem	 quelle	['E080310']
wohlzusammen	 quelle	['E080310']
stimmenden	 quelle	['E080310']
pfeiffen	 quelle	['E080310']
einen	 quelle	['E080310']
lieblichen	 quelle	['E080310']
hall	 quelle	['E080310']
und	 quelle	['E080310']
den	 quelle	['E080310']
ohren	 quelle	['E080310']
ergötzlichen	 quelle	['E080310']
klang	 quelle	['E080310']
erwecken	 quelle	['E080310']
kan	 quelle	['E080310']
vid		[]
geieri		[]
comment	 quelle	['E080310']
in	 quelle	['E080310']
psalm	 quelle	['E080310']
p		[]
2653		[]
c		[]
sonst		[]
wirds		[]
ausser		[]
diesem		[]
nur		[]
an		[]
dreyen		[]
orten		[]
in		[]
der		[]
schrifft		[]
gelesen		[]
als		[]
gen	 bibel	['Gen_4-21']
iv	 bibel	['Gen_4-21']
21	 bibel	['Gen_4-21']
jubal		[]
war		[]
ein		[]
vater		[]
aller		[]
der		[]
auff		[]
geigen		[]
und		[]
orgeln		[]
spielen		[]
von		[]
dem		[]
gottlosen		[]
weltkindern		[]
die		[]
sich		[]
auff		[]
alle		[]
ersinnliche		[]
art		[]
lustig		[]
machen		[]
saget		[]
hiob		[]
sie	 bibel	['Ijob_21-12']
jauchtzen	 bibel	['Ijob_21-12']
mit	 bibel	['Ijob_21-12']
paucken	 bibel	['Ijob_21-12']
und	 bibel	['Ijob_21-12']
harffen	 bibel	['Ijob_21-12']
&amp	 bibel	['Ijob_21-12']
laetantur	 bibel	['Ijob_21-12']
ad	 bibel	['Ijob_21-12']
vocem	 bibel	['Ijob_21-12']
ugabh	 bibel	['Ijob_21-12']
organi	 bibel	['Ijob_21-12']
und	 bibel	['Ijob_21-12']
sind	 bibel	['Ijob_21-12']
frölich	 bibel	['Ijob_21-12']
wann	 bibel	['Ijob_21-12']
die	 bibel	['Ijob_21-12']
orgel	 bibel	['Ijob_21-12']
klinget	 bibel	['Ijob_21-12']
job		[]
xxi		[]
12		[]
noch		[]
einmahl		[]
brachts		[]
hiob		[]
c		[]
xxx		[]
31		[]
meine	 bibel	['Ijob_30-31']
harffe	 bibel	['Ijob_30-31']
spricht	 bibel	['Ijob_30-31']
er	 bibel	['Ijob_30-31']
daselbst	 bibel	['Ijob_30-31']
ist	 bibel	['Ijob_30-31']
eine	 bibel	['Ijob_30-31']
klage	 bibel	['Ijob_30-31']
worden	 bibel	['Ijob_30-31']
und	 bibel	['Ijob_30-31']
meine	 bibel	['Ijob_30-31']
orgel	 bibel	['Ijob_30-31']
ein	 bibel	['Ijob_30-31']
weinen	 bibel	['Ijob_30-31']
an		[]
welchen		[]
orten		[]
allen		[]
hr		[]
lutherus		[]
gedachtes		[]
ugabh		[]
wie		[]
auch		[]
hier		[]
im		[]
ps	 bibel	['Ps_150-4']
cl	 bibel	['Ps_150-4']
v	 bibel	['Ps_150-4']
4	 bibel	['Ps_150-4']
durch		[]
das		[]
wort		[]
pfeiffen		[]
der		[]
vulgatus		[]
aber		[]
pagninus		[]
und		[]
andere		[]
durch		[]
organum		[]
wie		[]
auch		[]
zum		[]
theil		[]
die		[]
lxx		[]
durch		[]
ὄργανον		[]
oder		[]
orgel		[]
übersetzet		[]
ob		[]
nun		[]
wohl		[]
zu		[]
davids		[]
zeiten		[]
solche		[]
orgeln		[]
wie		[]
wir		[]
sie		[]
jetzo		[]
in		[]
unsern		[]
kirchen		[]
haben		[]
nicht		[]
in		[]
brauch		[]
gewesen		[]
jedoch		[]
so		[]
fern		[]
sie		[]
aus		[]
allerhand		[]
musicalischen		[]
instrumenten		[]
bestanden		[]
sind		[]
sie		[]
gewisser		[]
maßen		[]
mit		[]
unsern		[]
orgeln		[]
überein		[]
gekommen		[]
josephus		[]
de		[]
davide		[]
scribens		[]
qvód		[]
diversa		[]
fecerit		[]
organa		[]
videtur		[]
pol		[]
virg		[]
organum		[]
pro		[]
qvocunque		[]
instrumento		[]
musico		[]
ponere		[]
id		[]
ipsum		[]
sentit		[]
augustinus		[]
qvi		[]
instrumenta		[]
musicorum		[]
cuncta		[]
speciatim		[]
excellentiora		[]
etiam		[]
vocat		[]
organa		[]
conf		[]
pol	 quelle	['E080195']
virgil	 quelle	['E080195']
p		[]
56		[]
sonderlich		[]
ist		[]
glaublich		[]
daß		[]
der		[]
an		[]
aller		[]
weißheit		[]
hochberühmte		[]
salomo		[]
von		[]
dergleichen		[]
musicalischen		[]
instrumenten		[]
wird		[]
gute		[]
wissenschafft		[]
gehabt		[]
und		[]
selber		[]
anleitung		[]
zum		[]
orgelbauen		[]
gegeben		[]
haben		[]
also		[]
daß		[]
er		[]
in		[]
den		[]
mit		[]
grossen		[]
kosten		[]
erbaueten		[]
tempel		[]
auch		[]
ein		[]
herrliches		[]
wohlklingendes		[]
orgelwerck		[]
wird		[]
haben		[]
verfertigen		[]
und		[]
setzen		[]
lassen		[]
dannenhero		[]
auch		[]
die		[]
heutigen		[]
jüden		[]
wie		[]
ein		[]
berühmter		[]
musicus		[]
von		[]
einem		[]
berichtet		[]
worden		[]
michaël		[]
praetorius		[]
in		[]
ornograph	 quelle	['E080223']
tom		[]
2		[]
p		[]
84		[]
jetzo		[]
keine		[]
orgeln		[]
hören		[]
mögen		[]
vorgebend		[]
daß		[]
unsere		[]
orgeln		[]
nichts		[]
wären		[]
gegen		[]
denen		[]
welche		[]
salomo		[]
zu		[]
der		[]
zeit		[]
in		[]
dem		[]
tempel		[]
auffrichten		[]
lassen		[]
dem		[]
sey		[]
nun		[]
wie		[]
ihm		[]
wolle		[]
hie		[]
redet		[]
david		[]
de		[]
organo		[]
von		[]
einem		[]
solchen		[]
instrumento		[]
musico		[]
mit		[]
dessen		[]
nahmen		[]
wir		[]
unsere		[]
heutige		[]
orgeln		[]
benennen		[]
und		[]
wil		[]
das		[]
man		[]
mit		[]
solcher		[]
orgelmusic		[]
den		[]
herrn		[]
loben		[]
soll		[]
es		[]
ist		[]
die		[]
music		[]
ein		[]
vorbild		[]
der		[]
himmlischen		[]
engelmusic		[]
und		[]
mehr		[]
für		[]
ein		[]
geistlich		[]
als		[]
irrdisches		[]
wesen		[]
zuhalten		[]
wodurch		[]
das		[]
lob		[]
gottes		[]
auff		[]
erden		[]
gleichwie		[]
das		[]
trishagium		[]
der		[]
seraphim		[]
in		[]
dem		[]
himmel		[]
lieblich		[]
erschallen		[]
solle		[]
drumb		[]
hat		[]
der		[]
geist		[]
gottes		[]
zu		[]
allen		[]
zeiten		[]
die		[]
hertzen		[]
der		[]
menschen		[]
dahin		[]
bewogen		[]
daß		[]
sie		[]
den		[]
herrn		[]
mit		[]
allerhand		[]
musicalischen		[]
stimmen		[]
loben		[]
und		[]
