word	types	reference
das		[]
gottlobschallende		[]
hosianna		[]
vakat		[]
das		[]
gottlobschallende		[]
hosianna		[]
welches		[]
auf		[]
der		[]
neuerbauten		[]
orgell		[]
in		[]
der		[]
kirchen		[]
zu		[]
pombsen		[]
am		[]
palmsontage		[]
gespielet		[]
folgendes		[]
aber		[]
in		[]
einer		[]
orgellpredigt		[]
aus		[]
den		[]
schlußworten		[]
des		[]
gewöhnlichen		[]
evangelii		[]
matth	 bibel	['Mt_21-9']
xxi	 bibel	['Mt_21-9']
v	 bibel	['Mt_21-9']
9	 bibel	['Mt_21-9']
angeführet		[]
worden		[]
von		[]
magistro		[]
jmmanuel		[]
webern		[]
dienern		[]
des		[]
göttlichen		[]
worts		[]
daselbst		[]
leipzig		[]
druckts		[]
samuel		[]
spörel		[]
anno		[]
1671		[]
matth		[]
xxvi		[]
cap		[]
10		[]
vers		[]
sie	 bibel	['Mt_26-10']
hat	 bibel	['Mt_26-10']
ein	 bibel	['Mt_26-10']
gut	 bibel	['Mt_26-10']
werck	 bibel	['Mt_26-10']
an	 bibel	['Mt_26-10']
mir	 bibel	['Mt_26-10']
gethan	 bibel	['Mt_26-10']
der		[]
hochedelgebornen		[]
frauen		[]
frau		[]
sophien		[]
von		[]
spor		[]
aus		[]
dem		[]
hause		[]
röhrsdorff		[]
und		[]
medingen		[]
des		[]
weiland		[]
hochwürdigen		[]
hochedelgebornen		[]
herrn		[]
herrn		[]
johann		[]
georgen		[]
von		[]
ponickau		[]
uff		[]
pombsen		[]
nauenhoff		[]
und		[]
schönborn		[]
etc		[]
etc		[]
churfürstlicher		[]
durchlaucht		[]
zu		[]
sachsen		[]
hochbestaltgewesenen		[]
cammerherrns		[]
raths		[]
stifftsund		[]
amptshauptmanns		[]
zu		[]
wurtzen		[]
und		[]
mügeln		[]
obereinnehmers		[]
der		[]
landund		[]
trancksteuer		[]
und		[]
des		[]
hohen		[]
fürstlichen		[]
freyen		[]
stiffts		[]
meissen		[]
decani		[]
seeligen		[]
nachgelassener		[]
hochadeligen		[]
frau		[]
witben		[]
meiner		[]
hochzuehrenden		[]
frau		[]
gevatterin		[]
und		[]
grossen		[]
wohlthäterin		[]
benebenst		[]
der		[]
hochedelgebornen		[]
frauen		[]
frauen		[]
dorotheen		[]
von		[]
löschbrandt		[]
des		[]
hoch		[]
edelgebornen		[]
herrn		[]
herrn		[]
johann		[]
von		[]
ponickau		[]
uff		[]
pombsen		[]
nauenhoff		[]
und		[]
schönborn		[]
etc		[]
churprintzlicher		[]
durchlaucht		[]
zu		[]
sachsen		[]
wohlbestalten		[]
cammerjunckers		[]
hochadelichen		[]
eheliebsten		[]
meiner		[]
hochgeehrten		[]
frau		[]
gevatterin		[]
und		[]
grossen		[]
freundin		[]
wündschet		[]
beyderseits		[]
von		[]
der		[]
hochgebenedeyten		[]
dreyfaltigkeit		[]
gnade		[]
friede		[]
freude		[]
seegen		[]
und		[]
leben		[]
immer		[]
und		[]
ewiglich		[]
übergiebet		[]
auch		[]
dero		[]
hochedel		[]
tugend		[]
tugenden		[]
zum		[]
denckmahl		[]
der		[]
neugebauten		[]
orgell		[]
die		[]
auf		[]
begehr		[]
deswegen		[]
gehaltene		[]
orgellpredigt		[]
jhrer		[]
jhrer		[]
hochedel		[]
tugenden		[]
tugenden		[]
zum		[]
gebet		[]
und		[]
dienstverbundener		[]
magister		[]
jmmanuel		[]
weber		[]
jn		[]
nomine		[]
jesu		[]
hosianna		[]
dem		[]
sohn		[]
david		[]
gelobet		[]
sey		[]
der		[]
da		[]
kömmt		[]
in		[]
dem		[]
nahmen		[]
des		[]
herrn		[]
hosianna		[]
in		[]
der		[]
höhe		[]
jch	 bibel	['Ri_5-3']
will	 bibel	['Ri_5-3']
dem	 bibel	['Ri_5-3']
herrn	 bibel	['Ri_5-3']
will	 bibel	['Ri_5-3']
ich	 bibel	['Ri_5-3']
singen	 bibel	['Ri_5-3']
dem	 bibel	['Ri_5-3']
herrn	 bibel	['Ri_5-3']
dem	 bibel	['Ri_5-3']
gott	 bibel	['Ri_5-3']
jsrael	 bibel	['Ri_5-3']
will	 bibel	['Ri_5-3']
ich	 bibel	['Ri_5-3']
spielen	 bibel	['Ri_5-3']
dieses		[]
war		[]
der		[]
gute		[]
vorsatz		[]
andächtige		[]
und		[]
in		[]
christo		[]
jesu		[]
allesamt		[]
geliebte		[]
freunde		[]
und		[]
gottergebene		[]
zuhörer		[]
einer		[]
heiligen		[]
prophetin		[]
berühmten		[]
heldin		[]
und		[]
zugleich		[]
auch		[]
verständigen		[]
richterin		[]
in		[]
jsrael		[]
der		[]
debora		[]
nemlich		[]
die		[]
da		[]
wohnete		[]
unter		[]
den		[]
palmen		[]
debora		[]
jud	 bibel	['Ri_4-4']
iv	 bibel	['Ri_4-4']
4	 bibel	['Ri_4-4']
v	 bibel	['Ri_4-4']
4	 bibel	['Ri_4-4']
denn		[]
wie		[]
gott		[]
dem		[]
herrn		[]
gefallen		[]
bey		[]
dem		[]
jüdischen		[]
regiment		[]
abzuwechseln		[]
und		[]
eine		[]
weile		[]
starcke		[]
helden		[]
wie		[]
josua		[]
gideon		[]
jephta		[]
simson		[]
etc		[]
zu		[]
richtern		[]
einzusetzen		[]
also		[]
hat		[]
jhm		[]
auch		[]
beliebet		[]
durch		[]
vernünfftige		[]
weibespersonen		[]
in		[]
zeiten		[]
solch		[]
ampt		[]
verwalten		[]
zulassen		[]
unter		[]
welchen		[]
die		[]
debora		[]
sonderlich		[]
beruffen		[]
als		[]
bey		[]
derer		[]
regierung		[]
gott		[]
es		[]
schickte		[]
daß		[]
der		[]
schnaubende		[]
cananitische		[]
feldhauptmann		[]
sissera		[]
durch		[]
einen		[]
süssen		[]
trunck		[]
milch		[]
der		[]
listigen		[]
jael		[]
gekerret		[]
von		[]
ihrem		[]
glattem		[]
munde		[]
bethöret		[]
und		[]
mit		[]
ihrer		[]
fertigen		[]
hand		[]
auf		[]
der		[]
erden		[]
nagelfest		[]
gemachet		[]
wurde		[]
worüber		[]
die		[]
regentin		[]
debora		[]
in		[]
solch		[]
auffnehmen		[]
bey		[]
ihrem		[]
volcke		[]
kam		[]
daß		[]
samgar		[]
der		[]
vor		[]
jhrer		[]
zeit		[]
mit	 bibel	['Ri_3-31']
einem	 bibel	['Ri_3-31']
ochsenstecken	 bibel	['Ri_3-31']
sechshundert	 bibel	['Ri_3-31']
philister	 bibel	['Ri_3-31']
erleget	 bibel	['Ri_3-31']
jud		[]
iii		[]
v		[]
31		[]
sich		[]
gleichsam		[]
drüber		[]
verbergen		[]
muste		[]
weil		[]
aber		[]
hierdurch		[]
der		[]
gemeine		[]
jsrael		[]
von		[]
gott		[]
groß		[]
heil		[]
erwiesen		[]
worden		[]
als		[]
wolte		[]
diese		[]
kluge		[]
richterin		[]
solches		[]
keines		[]
weges		[]
mit		[]
undanck		[]
erkennet		[]
wissen		[]
sondern		[]
ordnete		[]
weislich		[]
an		[]
das		[]
gantz		[]
jsrael		[]
eyfrig		[]
erwegen		[]
solte		[]
was		[]
vor		[]
grosses	 bibel	['Ps_126-3']
der	 bibel	['Ps_126-3']
herr	 bibel	['Ps_126-3']
an	 bibel	['Ps_126-3']
jhnen	 bibel	['Ps_126-3']
gethan	 bibel	['Ps_126-3']
psalm		[]
cxxvi		[]
v		[]
3		[]
sie		[]
selbst		[]
ging		[]
jhren		[]
untergebenen		[]
mit		[]
gutem		[]
exempel		[]
vor		[]
und		[]
ließ		[]
sich		[]
in		[]
angezogenen		[]
worten		[]
hören		[]
ich	 bibel	['Ri_5-3']
will	 bibel	['Ri_5-3']
dem	 bibel	['Ri_5-3']
herrn	 bibel	['Ri_5-3']
will	 bibel	['Ri_5-3']
ich	 bibel	['Ri_5-3']
singen	 bibel	['Ri_5-3']
dem	 bibel	['Ri_5-3']
herrn	 bibel	['Ri_5-3']
