word	types	reference
orgelpredigt		[]
darinne		[]
vom		[]
ursprung		[]
rechtem		[]
brauch		[]
und		[]
nutz		[]
der		[]
orgeln		[]
in		[]
der		[]
kirchen		[]
aus		[]
gottes		[]
wort		[]
und		[]
bewehrten		[]
historien		[]
neben		[]
deme		[]
was		[]
darbey		[]
an		[]
erbaulichen		[]
lehren		[]
zu		[]
beobachten		[]
bey		[]
einweyhung		[]
neuer		[]
orgeln		[]
einfältig		[]
gezeiget		[]
und		[]
gewiesen		[]
und		[]
nunmehro		[]
auff		[]
frommer		[]
christen		[]
instendiges		[]
begehren		[]
zum		[]
drucke		[]
übergeben		[]
worden		[]
von		[]
johanne		[]
davide		[]
fidlern		[]
pfarrern		[]
zu		[]
holtzhausen		[]
an		[]
der		[]
wachsenburgk		[]
und		[]
dahin		[]
gehörigen		[]
filials		[]
bitstadt		[]
im		[]
fürstenthumb		[]
gotha		[]
arnstadt		[]
gedruckt		[]
bey		[]
nicolaus		[]
singen		[]
jm		[]
jahr		[]
1666		[]
dem		[]
durchläuchtigsten		[]
hochgebornen		[]
fürsten		[]
und		[]
herrn		[]
herrn		[]
ernsten		[]
hertzogen		[]
zu		[]
sachsen		[]
jülich		[]
cleve		[]
und		[]
bergk		[]
landgrafen		[]
in		[]
thüringen		[]
marggrafen		[]
zu		[]
meissen		[]
gefürsteten		[]
grafen		[]
zu		[]
henneberg		[]
grafen		[]
zu		[]
der		[]
marck		[]
und		[]
ravensburg		[]
herrn		[]
zu		[]
ravenstein		[]
etc		[]
meinem		[]
gnädigsten		[]
fürsten		[]
und		[]
herrn		[]
durchläuchtigster		[]
hochgeborner		[]
gnädigster		[]
fürst		[]
und		[]
herr		[]
was		[]
eure		[]
fürstliche		[]
durchlaucht		[]
diese		[]
einfältige		[]
predigt		[]
in		[]
unterthänigster		[]
demuth		[]
zu		[]
übergeben		[]
ich		[]
mich		[]
erkühnet		[]
geschicht		[]
erstlich		[]
weil		[]
von		[]
eurer		[]
fürstlichen		[]
durchlaucht		[]
gnädigsten		[]
munificenz		[]
und		[]
beförderung		[]
diese		[]
orgel		[]
davon		[]
die		[]
predigt		[]
handelt		[]
herkömpt		[]
denn		[]
nach		[]
dem		[]
eure		[]
fürstliche		[]
durchlaucht		[]
verwichenes		[]
jahrs		[]
in		[]
dero		[]
fürstenthumb		[]
denen		[]
orten		[]
welche		[]
mit		[]
militarischen		[]
würcklichen		[]
durchzügen		[]
und		[]
einquartierungen		[]
belegt		[]
worden		[]
den		[]
deswegen		[]
colligirten		[]
magazin		[]
gnädigst		[]
wiederumb		[]
zurück		[]
geben		[]
lassen		[]
und		[]
diesem		[]
ort		[]
sein		[]
antheil		[]
auch		[]
worden		[]
so		[]
haben		[]
die		[]
eingepfarrten		[]
solches		[]
einmüthig		[]
ad		[]
pios		[]
usus		[]
bewidmet		[]
und		[]
davon		[]
eine		[]
orgel		[]
in		[]
hiesige		[]
kirchen		[]
verfertigen		[]
lassen		[]
ob		[]
zwar		[]
bißhero		[]
öffters		[]
das		[]
vorhaben		[]
hierinne		[]
gewesen		[]
so		[]
hat		[]
es		[]
doch		[]
an		[]
mitteln		[]
und		[]
vermögen		[]
gemangelt		[]
gott		[]
hat		[]
es		[]
aber		[]
wunderlich		[]
also		[]
dirigiret		[]
daß		[]
das		[]
jenige		[]
wessen		[]
man		[]
sich		[]
allbereit		[]
verziehen		[]
und		[]
anders		[]
wohin		[]
verordnet		[]
gewesen		[]
wiederumb		[]
zurück		[]
kommen		[]
und		[]
dem		[]
lieben		[]
gott		[]
zu		[]
ehren		[]
angewendet		[]
worden		[]
das		[]
hat		[]
nun		[]
der		[]
grundgütige		[]
gott		[]
durch		[]
eure		[]
fürstliche		[]
durchlaucht		[]
gethan		[]
derowegen		[]
deroselben		[]
hiermit		[]
in		[]
unterthänigster		[]
demuth		[]
danck		[]
gesagt		[]
wird		[]
der		[]
liebe		[]
gott		[]
sey		[]
dessen		[]
allen		[]
ein		[]
reicher		[]
vergelter		[]
darnach		[]
gegen		[]
eure		[]
fürstliche		[]
durchlaucht		[]
auch		[]
meine		[]
schuldigste		[]
danckbarkeit		[]
unterthänigst		[]
in		[]
etwas		[]
zu		[]
erweisen		[]
vor		[]
die		[]
hohe		[]
grosse		[]
gnade		[]
so		[]
eure		[]
fürstliche		[]
durchlaucht		[]
kurtz		[]
verrückter		[]
zeit		[]
gnädigst		[]
mir		[]
unwürdigsten		[]
erwiesen		[]
wie		[]
damals		[]
unterthänigst		[]
von		[]
mir		[]
ist		[]
anbracht		[]
worden		[]
so		[]
erkenne		[]
ich		[]
nochmals		[]
mein		[]
unvermögen		[]
daß		[]
ich		[]
solches		[]
zu		[]
verdienen		[]
mich		[]
viel		[]
zu		[]
schwach		[]
befinde		[]
eurer		[]
fürstlichen		[]
durchlaucht		[]
offerire		[]
ich		[]
hergegen		[]
in		[]
tieffster		[]
demuth		[]
meine		[]
unterthänigste		[]
pflichtschuldigste		[]
gehorsambste		[]
dienste		[]
trewen		[]
fleiß		[]
nebst		[]
unablässigem		[]
imbrünstigem		[]
gebet		[]
zu		[]
gott		[]
daß		[]
seine		[]
göttliche		[]
allmacht		[]
eure		[]
fürstliche		[]
durchlaucht		[]
dero		[]
fürstliche		[]
hertzgeliebte		[]
gemahlin		[]
fürstliche		[]
junge		[]
herrschafft		[]
und		[]
freulein		[]
auch		[]
alle		[]
hohe		[]
anverwandten		[]
bey		[]
allem		[]
fürstlichen		[]
wolergehen		[]
glücklicher		[]
und		[]
friedfertiger		[]
regierung		[]
beständiger		[]
gesundheit		[]
auch		[]
zeitlicher		[]
und		[]
ewiger		[]
wolfarth		[]
allergnädigst		[]
erhalten		[]
wolle		[]
damit		[]
unter		[]
dem		[]
hochlöblichstem		[]
rautencrantz		[]
wir		[]
arme		[]
unterthanen		[]
wie		[]
bißhero		[]
also		[]
auch		[]
ins		[]
künfftig		[]
bey		[]
dem		[]
reinen		[]
brünnlein		[]
jsraelis		[]
mögen		[]
beschattet		[]
beschützet		[]
und		[]
erhalten		[]
werden		[]
eure		[]
fürstliche		[]
durchlaucht		[]
hiernechst		[]
auch		[]
demüthigst		[]
und		[]
unterthänigst		[]
bittend		[]
dieselbe		[]
geruhe		[]
gnädigst		[]
diese		[]
predigt		[]
von		[]
dero		[]
armen		[]
diener		[]
auff		[]
und		[]
anzunehmen		[]
und		[]
gnädigst		[]
mir		[]
beygethan		[]
zu		[]
verbleiben		[]
der		[]
liebe		[]
gott		[]
erhöre		[]
eure		[]
fürstliche		[]
durchlaucht		[]
in		[]
der		[]
noth		[]
der		[]
name		[]
des		[]
gottes		[]
jacobs		[]
schütze		[]
sie		[]
er		[]
sende		[]
jhr		[]
hülffe		[]
vom		[]
heiligthumb		[]
und		[]
stärcke		[]
sie		[]
aus		[]
zion		[]
er		[]
gedencke		[]
alle		[]
deroselben		[]
speißopffers		[]
und		[]
dero		[]
brandopffer		[]
müsse		[]
fett		[]
seyn		[]
alles		[]
was		[]
dieselbe		[]
zu		[]
gottes		[]
ehren		[]
im		[]
gottesdienste		[]
verrichtet		[]
müsse		[]
dem		[]
lieben		[]
gott		[]
wolgefallen		[]
er		[]
gebe		[]
jhr		[]
was		[]
deroselben		[]
fürstliches		[]
hertz		[]
wünschet		[]
und		[]
erfülle		[]
alle		[]
deroselben		[]
anschläge		[]
amen		[]
in		[]
christo		[]
jesu		[]
amen		[]
geschrieben		[]
zu		[]
holtzhausen		[]
an		[]
der		[]
wachsenburgk		[]
den		[]
23		[]
martij		[]
anno		[]
1666		[]
eurer		[]
fürstlichen		[]
durchlaucht		[]
unterthänigster		[]
demüthigster		[]
diener		[]
am		[]
wort		[]
gottes		[]
daselbst		[]
johannes		[]
david		[]
fidler		[]
jm		[]
namen		[]
jesu		[]
rjchte	 bibel	['Sir_9-22']
alle	 bibel	['Sir_9-22']
deine	 bibel	['Sir_9-22']
sache	 bibel	['Sir_9-22']
nach	 bibel	['Sir_9-22']
gottes	 bibel	['Sir_9-22']
wort	 bibel	['Sir_9-22']
sagt		[]
der		[]
weise		[]
mann		[]
syrach		[]
cap	 bibel	['']
9	 bibel	['']
22	 bibel	['']
zeiget		[]
darmit		[]
an		[]
daß		[]
wenn		[]
ein		[]
mensch		[]
etwas		[]
thun		[]
und		[]
verrichten		[]
wil		[]
so		[]
sol		[]
er		[]
gottes		[]
wort		[]
seinen		[]
besten		[]
und		[]
gewissesten		[]
rathgeber		[]
seyn		[]
lassen		[]
und		[]
zusehen		[]
daß		[]
sein		[]
fürnehmen		[]
gottes		[]
wort		[]
gemeß		[]
sey		[]
wie		[]
dessen		[]
der		[]
könig		[]
david		[]
ein		[]
exempel		[]
ist		[]
der		[]
saget		[]
psalm		[]
119		[]
24		[]
jch	 bibel	['Ps_119-24']
habe	 bibel	['Ps_119-24']
lust	 bibel	['Ps_119-24']
zu	 bibel	['Ps_119-24']
deinen	 bibel	['Ps_119-24']
zeugnissen	 bibel	['Ps_119-24']
das	 bibel	['Ps_119-24']
sind	 bibel	['Ps_119-24']
meine	 bibel	['Ps_119-24']
rahtsleute	 bibel	['Ps_119-24']
denn	 bibel	['Ps_119-24']
solches	 bibel	['Ps_119-24']
wort	 bibel	['Ps_119-24']
ist	 bibel	['Ps_119-24']
die	 bibel	['Ps_119-24']
rechte	 bibel	['Ps_119-24']
lehre	 bibel	['Ps_119-24']
psalm		[]
93		[]
6		[]
darinne		[]
uns		[]
gott	 bibel	['Jes_48-17']
der	 bibel	['Jes_48-17']
herr	 bibel	['Jes_48-17']
lehret	 bibel	['Jes_48-17']
was	 bibel	['Jes_48-17']
nützlich	 bibel	['Jes_48-17']
ist	 bibel	['Jes_48-17']
und	 bibel	['Jes_48-17']
leitet	 bibel	['Jes_48-17']
uns	 bibel	['Jes_48-17']
auff	 bibel	['Jes_48-17']
dem	 bibel	['Jes_48-17']
wege	 bibel	['Jes_48-17']
den	 bibel	['Jes_48-17']
wir	 bibel	['Jes_48-17']
gehen	 bibel	['Jes_48-17']
esai		[]
48		[]
17		[]
wer	 bibel	['Ps_119-9']
sich	 bibel	['Ps_119-9']
nun	 bibel	['Ps_119-9']
in	 bibel	['Ps_119-9']
allen	 bibel	['Ps_119-9']
seinem	 bibel	['Ps_119-9']
thun	 bibel	['Ps_119-9']
nach	 bibel	['Ps_119-9']
solchem	 bibel	['Ps_119-9']
wort	 bibel	['Ps_119-9']
helt	 bibel	['Ps_119-9']
der	 bibel	['Ps_119-9']
wird	 bibel	['Ps_119-9']
seinen	 bibel	['Ps_119-9']
weg	 bibel	['Ps_119-9']
unsträfflich	 bibel	['Ps_119-9']
gehen	 bibel	['Ps_119-9']
psalm		[]
119		[]
9		[]
gleich		[]
wie		[]
nun		[]
im		[]
gantzen		[]
leben		[]
gottes		[]
wort		[]
sol		[]
die		[]
richtschnur		[]
seyn		[]
nach		[]
welcher		[]
wir		[]
uns		[]
reguliren		[]
und		[]
richten		[]
sonst		[]
weder	 bibel	['Jes_30-21']
zur	 bibel	['Jes_30-21']
