word	types	reference
eine		[]
predigt		[]
gehalten		[]
in		[]
der		[]
domkirchen		[]
zu		[]
meißen		[]
alß		[]
die		[]
newe		[]
orgel		[]
so		[]
das		[]
ehrwürdige		[]
domcapitul		[]
ec		[]
von		[]
newem		[]
erbawen		[]
lassen		[]
allda		[]
zu		[]
erst		[]
gebrauchet		[]
ward		[]
mit		[]
einer		[]
vorrede		[]
darinnen		[]
etwas		[]
von		[]
bischoffs		[]
ben-nonis		[]
wundern		[]
wider		[]
die		[]
baierische		[]
pa-pisten		[]
berühret		[]
worden		[]
von		[]
nicolao		[]
polanto		[]
heiliger		[]
schrifft		[]
doct		[]
sontags		[]
vocem		[]
jucunditatis		[]
den		[]
13		[]
maij		[]
anno		[]
christi		[]
1604		[]
gedruckt		[]
zu		[]
leipzig		[]
typis		[]
beerwaldinis		[]
durch		[]
jacobum		[]
popporeich		[]
jn		[]
verlegung		[]
johannes		[]
borners		[]
des		[]
ältern		[]
jm		[]
m		[]
dc		[]
v		[]
jahr		[]
vakat		[]
den		[]
ehrwürdigen		[]
edlen		[]
gestrengen		[]
vnd		[]
ehrnvhesten		[]
hochachtbarn		[]
vnnd		[]
hochgelahrten		[]
herren		[]
domprobsten		[]
dechant		[]
seniorn		[]
vnd		[]
gantzem		[]
domcapitul		[]
des		[]
hohen		[]
stiffts		[]
meissen		[]
ec		[]
meinen		[]
großgünstigen		[]
herren		[]
vnd		[]
patronen		[]
werden		[]
hiermit		[]
die		[]
selige		[]
erleuchtung		[]
vnnd		[]
erkenntnüß		[]
der		[]
ewigen		[]
warheit		[]
alß		[]
der		[]
seelen		[]
heil		[]
vnd		[]
alle		[]
des		[]
leibes		[]
erfreweliche		[]
wolfahrt		[]
gewünschet		[]
zum		[]
getreulichsten		[]
großgünstige		[]
herren		[]
ec		[]
was		[]
gott		[]
vorzeiten		[]
den		[]
jueden		[]
welche		[]
zur		[]
zeit		[]
christi		[]
gelebet		[]
fein		[]
derb		[]
vnd		[]
auffrichtig		[]
bey		[]
jhren		[]
vätern		[]
vnd		[]
vorfahrern		[]
zuvor		[]
verkündigen		[]
vnd		[]
anzeigen		[]
lassen		[]
deuteron		[]
28		[]
wenn	 bibel	['Dtn_28-15.28.29']
du	 bibel	['Dtn_28-15.28.29']
der	 bibel	['Dtn_28-15.28.29']
stimme	 bibel	['Dtn_28-15.28.29']
des	 bibel	['Dtn_28-15.28.29']
herrn	 bibel	['Dtn_28-15.28.29']
deines	 bibel	['Dtn_28-15.28.29']
gottes	 bibel	['Dtn_28-15.28.29']
nicht	 bibel	['Dtn_28-15.28.29']
gehorchen	 bibel	['Dtn_28-15.28.29']
wirst	 bibel	['Dtn_28-15.28.29']
so	 bibel	['Dtn_28-15.28.29']
wird	 bibel	['Dtn_28-15.28.29']
der	 bibel	['Dtn_28-15.28.29']
herr	 bibel	['Dtn_28-15.28.29']
dich	 bibel	['Dtn_28-15.28.29']
schlagen	 bibel	['Dtn_28-15.28.29']
mit	 bibel	['Dtn_28-15.28.29']
wahnsinn	 bibel	['Dtn_28-15.28.29']
blindheit	 bibel	['Dtn_28-15.28.29']
vnnd	 bibel	['Dtn_28-15.28.29']
rasen	 bibel	['Dtn_28-15.28.29']
des	 bibel	['Dtn_28-15.28.29']
hertzen	 bibel	['Dtn_28-15.28.29']
vnd	 bibel	['Dtn_28-15.28.29']
wirst	 bibel	['Dtn_28-15.28.29']
tappen	 bibel	['Dtn_28-15.28.29']
im	 bibel	['Dtn_28-15.28.29']
mittage	 bibel	['Dtn_28-15.28.29']
wie	 bibel	['Dtn_28-15.28.29']
ein	 bibel	['Dtn_28-15.28.29']
blinder	 bibel	['Dtn_28-15.28.29']
tappet	 bibel	['Dtn_28-15.28.29']
im	 bibel	['Dtn_28-15.28.29']
dunckeln	 bibel	['Dtn_28-15.28.29']
vnnd	 bibel	['Dtn_28-15.28.29']
wirst	 bibel	['Dtn_28-15.28.29']
auff	 bibel	['Dtn_28-15.28.29']
deinem	 bibel	['Dtn_28-15.28.29']
wege	 bibel	['Dtn_28-15.28.29']
kein	 bibel	['Dtn_28-15.28.29']
glück	 bibel	['Dtn_28-15.28.29']
haben	 bibel	['Dtn_28-15.28.29']
eben		[]
darueber		[]
klaget		[]
der		[]
prophet		[]
jeremias		[]
cap		[]
5		[]
du	 bibel	['Jer_5-3']
schlegest	 bibel	['Jer_5-3']
sie	 bibel	['Jer_5-3']
aber	 bibel	['Jer_5-3']
sie	 bibel	['Jer_5-3']
fühlens	 bibel	['Jer_5-3']
nicht	 bibel	['Jer_5-3']
du	 bibel	['Jer_5-3']
plagest	 bibel	['Jer_5-3']
sie	 bibel	['Jer_5-3']
aber	 bibel	['Jer_5-3']
sie	 bibel	['Jer_5-3']
bessern	 bibel	['Jer_5-3']
