word	types	reference
die		[]
heiligen		[]
verrichtungen		[]
in		[]
dem		[]
hause		[]
des		[]
herrn		[]
wurden		[]
am		[]
10den		[]
sonntage		[]
nach		[]
trinitatis		[]
1763		[]
in		[]
der		[]
jlmenauschen		[]
stadtkirche		[]
bei		[]
einweihung		[]
der		[]
neuen		[]
orgel		[]
vorgestellet		[]
und		[]
mit		[]
einer		[]
kurzgefaßten		[]
orgelgeschichte		[]
zum		[]
druck		[]
übergeben		[]
von		[]
bernhard		[]
sebastian		[]
große		[]
eisenach		[]
verlegts		[]
michael		[]
gottlieb		[]
grießbach		[]
1765		[]
vakat		[]
herr		[]
unser		[]
heiland		[]
du		[]
hast		[]
mit		[]
sündern		[]
große		[]
gedult		[]
du		[]
warnest		[]
sie		[]
und		[]
giebst		[]
ihnen		[]
deine		[]
erbarmende		[]
liebe		[]
genug		[]
zu		[]
erkennen		[]
du		[]
züchtigest		[]
sie		[]
doch		[]
mit		[]
verschonen		[]
bis		[]
sie		[]
sich		[]
selbst		[]
durch		[]
betrug		[]
der		[]
sünde		[]
verstocken		[]
dann		[]
strafest		[]
du		[]
sie		[]
und		[]
ist		[]
kein		[]
erretter		[]
mehr		[]
da		[]
jerusalem		[]
das		[]
sich		[]
selbst		[]
verblendete		[]
volk		[]
ist		[]
davon		[]
ein		[]
betrübtes		[]
exempel		[]
das		[]
du		[]
gesetzet		[]
hast		[]
den		[]
gottlosen		[]
die		[]
hernach		[]
kommen		[]
damit		[]
sie		[]
an		[]
deren		[]
unglück		[]
sollen		[]
lernen		[]
klug		[]
werden		[]
auch		[]
wir		[]
und		[]
unsere		[]
kinder		[]
sind		[]
es		[]
die		[]
du		[]
gezüchtiget		[]
und		[]
durch		[]
mancherlei		[]
unglücksfälle		[]
betrübet		[]
aber		[]
doch		[]
deine		[]
gnade		[]
und		[]
güte		[]
weder		[]
im		[]
leiblichen		[]
noch		[]
geistlichen		[]
ganz		[]
von		[]
uns		[]
gewendet		[]
hast		[]
wir		[]
sind		[]
deines		[]
langmüthigen		[]
verschonens		[]
nicht		[]
werth		[]
heute		[]
lassest		[]
du		[]
uns		[]
erinnern		[]
an		[]
eine		[]
wohlthat		[]
damit		[]
du		[]
unser		[]
herze		[]
erwecken		[]
willst		[]
wir		[]
sollen		[]
uns		[]
zu		[]
dir		[]
kehren		[]
du		[]
hast		[]
uns		[]
dein		[]
bethauß		[]
bisher		[]
noch		[]
gegönnet		[]
du		[]
hast		[]
dein		[]
wort		[]
des		[]
lebens		[]
und		[]
damit		[]
alle		[]
deine		[]
gnade		[]
zu		[]
unserer		[]
seligkeit		[]
darinne		[]
lehren		[]
und		[]
antragen		[]
lassen		[]
wir		[]
dürfen		[]
nur		[]
kommen		[]
es		[]
ist		[]
alles		[]
bereitet		[]
aber		[]
wenige		[]
unter		[]
uns		[]
bedenken		[]
was		[]
zu		[]
ihrem		[]
frieden		[]
dienet		[]
mein		[]
heiland		[]
verzeihe		[]
es		[]
allen		[]
und		[]
entzeuch	 musikwerk	['E100191']
uns	 musikwerk	['E100191']
nicht	 musikwerk	['E100191']
dein	 musikwerk	['E100191']
heilsames	 musikwerk	['E100191']
wort	 musikwerk	['E100191']
welches	 musikwerk	['E100191']
ist	 musikwerk	['E100191']
der	 musikwerk	['E100191']
seelen	 musikwerk	['E100191']
trost	 musikwerk	['E100191']
und	 musikwerk	['E100191']
hort	 musikwerk	['E100191']
für	 musikwerk	['E100191']
falscher	 musikwerk	['E100191']
lehre	 musikwerk	['E100191']
abgötterei	 musikwerk	['E100191']
behüte	 musikwerk	['E100191']
uns	 musikwerk	['E100191']
herr	 musikwerk	['E100191']
und	 musikwerk	['E100191']
stehe	 musikwerk	['E100191']
uns	 musikwerk	['E100191']
bei	 musikwerk	['E100191']
du		[]
liebster		[]
jesu		[]
machest		[]
unter		[]
uns		[]
dein		[]
hauß		[]
lieblich		[]
nicht		[]
allein		[]
durch		[]
den		[]
gesang		[]
der		[]
reinen		[]
geistlichen		[]
lieblichen		[]
lieder		[]
und		[]
lobgesänge		[]
sondern		[]
du		[]
erfreuest		[]
auch		[]
unser		[]
herz		[]
mit		[]
einem		[]
wohllautenden		[]
orgelwerke		[]
nachdem		[]
du		[]
viele		[]
jahre		[]
die		[]
lieblichen		[]
stimmen		[]
der		[]
saitenspiele		[]
aus		[]
deinem		[]
heiligthum		[]
von		[]
uns		[]
weggenommen		[]
hattest		[]
darum		[]
danke	 musikwerk	['E100125']
o	 musikwerk	['E100125']
gott	 musikwerk	['E100125']
ich	 musikwerk	['E100125']
danke	 musikwerk	['E100125']
dir	 musikwerk	['E100125']
ach	 musikwerk	['E100125']
danket	 musikwerk	['E100125']
danket	 musikwerk	['E100125']
gott	 musikwerk	['E100125']
mit	 musikwerk	['E100125']
mir	 musikwerk	['E100125']
gebt	 musikwerk	['E100125']
unserm	 musikwerk	['E100125']
gott	 musikwerk	['E100125']
die	 musikwerk	['E100125']
ehre	 musikwerk	['E100125']
wir		[]
bitten		[]
dich		[]
liebster		[]
jesu		[]
schicke		[]
unsere		[]
herzen		[]
zu		[]
daß		[]
wir		[]
in		[]
dein		[]
hauß		[]
gehen		[]
mit		[]
begierde		[]
nach		[]
deinem		[]
worte		[]
und		[]
die		[]
heiligen		[]
verrichtungen		[]
darinnen		[]
in		[]
geist		[]
und		[]
wahrheit		[]
thun		[]
dir		[]
zur		[]
verehrung		[]
und		[]
andern		[]
zur		[]
erbauung		[]
laß		[]
dir		[]
unser		[]
herzensspiel		[]
und		[]
lobgesänge		[]
wohl		[]
gefallen		[]
drücke		[]
in		[]
unsere		[]
hertzen		[]
ein		[]
wie		[]
entzückend		[]
du		[]
vor		[]
deinem		[]
throne		[]
erfreuen		[]
werdest		[]
die		[]
dich		[]
bis		[]
ans		[]
ende		[]
lieb		[]
haben		[]
dein		[]
freudiger		[]
geist		[]
enthalte		[]
uns		[]
dir		[]
amen		[]
der		[]
wahre		[]
gottesdienst		[]
bestehet		[]
in		[]
freiwilliger		[]
uebung		[]
der		[]
pflichten		[]
die		[]
wir		[]
dem		[]
dreieinigen		[]
gott		[]
zu		[]
seiner		[]
verehrung		[]
schuldig		[]
sind		[]
ein		[]
iedweder		[]
mensch		[]
hat		[]
seine		[]
seele		[]
und		[]
leib		[]
von		[]
dem		[]
herrn		[]
und		[]
muß		[]
bekennen		[]
es	 musikwerk	['E100092']
ist	 musikwerk	['E100092']
ia	 musikwerk	['E100092']
herr	 musikwerk	['E100092']
dein	 musikwerk	['E100092']
geschenk	 musikwerk	['E100092']
und	 musikwerk	['E100092']
gabe	 musikwerk	['E100092']
mein	 musikwerk	['E100092']
leib	 musikwerk	['E100092']
seele	 musikwerk	['E100092']
und	 musikwerk	['E100092']
alles	 musikwerk	['E100092']
was	 musikwerk	['E100092']
ich	 musikwerk	['E100092']
habe	 musikwerk	['E100092']
er		[]
ist		[]
daher		[]
schuldig		[]
mit		[]
beiden		[]
auf		[]
die		[]
möglichste		[]
und		[]
geziemendeste		[]
weise		[]
gott		[]
zu		[]
verehren		[]
da		[]
aber		[]
dem		[]
menschen		[]
die		[]
art		[]
der		[]
verehrung		[]
gottes		[]
nicht		[]
frei		[]
stehet		[]
so		[]
muß		[]
sie		[]
nu		[]
nach		[]
seinem		[]
uns		[]
geoffenbarten		[]
willen		[]
geschehen		[]
sonst		[]
dienet		[]
