word	types	reference
in		[]
nomine		[]
iesu		[]
das		[]
neue		[]
lied		[]
des		[]
andächtig		[]
singenden		[]
freybergs		[]
bey		[]
einweyhung		[]
einer		[]
neuen		[]
orgel		[]
nachdem		[]
vorige		[]
durch		[]
eine		[]
wütende		[]
feuersbrunst		[]
am		[]
1		[]
may		[]
1728		[]
samt		[]
der		[]
ganzen		[]
kirche		[]
eingeäschert		[]
worden		[]
in		[]
der		[]
kirchen		[]
zu		[]
sankt		[]
petri		[]
in		[]
freyberg		[]
am		[]
31sten		[]
octobris		[]
1735		[]
als		[]
an		[]
dem		[]
erfreulichen		[]
gedächtnistage		[]
der		[]
heylsamen		[]
kirchenreformation		[]
lutheri		[]
aus		[]
der		[]
offenb	 bibel	['Offb_14-1.2.3.4.5']
joh	 bibel	['Offb_14-1.2.3.4.5']
xiv	 bibel	['Offb_14-1.2.3.4.5']
1	 bibel	['Offb_14-1.2.3.4.5']
5	 bibel	['Offb_14-1.2.3.4.5']
gezeiget		[]
von		[]
christian		[]
friedrich		[]
wilisch		[]
der		[]
heiligen		[]
schrifft		[]
doctore		[]
pfarrern		[]
und		[]
superintendenten		[]
daselbst		[]
freyberg		[]
druckts		[]
christoph		[]
matthäi		[]
1		[]
herr	 musikwerk	['E100078']
gott	 musikwerk	['E100078']
dich	 musikwerk	['E100078']
loben	 musikwerk	['E100078']
wir	 musikwerk	['E100078']
etc		[]
2		[]
kyrie		[]
3		[]
vor		[]
dem		[]
altar		[]
intoniret		[]
ehre	 bibel	['Lk_2-14']
sey	 bibel	['Lk_2-14']
gott	 bibel	['Lk_2-14']
in	 bibel	['Lk_2-14']
der	 bibel	['Lk_2-14']
höhe	 bibel	['Lk_2-14']
4		[]
allein	 musikwerk	['E100108']
gott	 musikwerk	['E100108']
in	 musikwerk	['E100108']
der	 musikwerk	['E100108']
höh	 musikwerk	['E100108']
sey	 musikwerk	['E100108']
ehr	 musikwerk	['E100108']
etc		[]
5		[]
collecte		[]
und		[]
hierauf		[]
statt		[]
der		[]
epistel		[]
verlesen		[]
der		[]
150	 bibel	['Ps_150']
ps	 bibel	['Ps_150']
6		[]
kommt	 musikwerk	['E100163']
menschen	 musikwerk	['E100163']
kinder	 musikwerk	['E100163']
rühmt	 musikwerk	['E100163']
und	 musikwerk	['E100163']
preißt	 musikwerk	['E100163']
etc		[]
7		[]
statt		[]
des		[]
evangelii		[]
wird		[]
verlesen		[]
2	 bibel	['1Chr_5']
chron	 bibel	['1Chr_5']
5	 bibel	['1Chr_5']
8		[]
concert	 musikwerk	['E100161']
aus	 musikwerk	['E100161']
den	 musikwerk	['E100161']
psalm	 musikwerk	['E100161']
150	 musikwerk	['E100161']
6	 musikwerk	['E100161']
9		[]
wir	 musikwerk	['E100040']
gläuben	 musikwerk	['E100040']
all	 musikwerk	['E100040']
an	 musikwerk	['E100040']
einem	 musikwerk	['E100040']
gott	 musikwerk	['E100040']
etc		[]
10		[]
auf		[]
der		[]
cantzel		[]
lobt	 musikwerk	['E100111']
gott	 musikwerk	['E100111']
in	 musikwerk	['E100111']
seinem	 musikwerk	['E100111']
heiligthum	 musikwerk	['E100111']
etc		[]
11		[]
nach		[]
der		[]
predigt		[]
concert	 musikwerk	['E100162']
aus	 musikwerk	['E100162']
den	 musikwerk	['E100162']
ps	 musikwerk	['E100162']
103	 musikwerk	['E100162']
12		[]
nun	 musikwerk	['E100164']
dancket	 musikwerk	['E100164']
all	 musikwerk	['E100164']
und	 musikwerk	['E100164']
bringet	 musikwerk	['E100164']
ehr	 musikwerk	['E100164']
etc		[]
collecte		[]
und		[]
seegen		[]
13		[]
christe	 musikwerk	['E100165']
du	 musikwerk	['E100165']
beystand	 musikwerk	['E100165']
deiner	 musikwerk	['E100165']
creutzgemeinde	 musikwerk	['E100165']
etc		[]
allerheiligster		[]
gott		[]
du		[]
unerschöpflicher		[]
brunquell		[]
aller		[]
güte		[]
und		[]
barmhertzigkeit		[]
du		[]
lässest		[]
es		[]
freylich		[]
uns		[]
an		[]
gelegenheit		[]
nicht		[]
fehlen		[]
dich		[]
o		[]
du		[]
anbethungswürdiger		[]
gott		[]
stündlich		[]
und		[]
augenblicklich		[]
zu		[]
loben		[]
und		[]
zu		[]
preisen		[]
denn		[]
deiner		[]
wohlthaten		[]
sind		[]
ja		[]
so		[]
viel		[]
sie		[]
haben		[]
weder		[]
maaß		[]
noch		[]
ziel		[]
von		[]
dem		[]
tage		[]
an		[]
da		[]
du		[]
uns		[]
aus		[]
mutter		[]
leibe		[]
gezogen		[]
ist		[]
deine		[]
güte		[]
und		[]
barmhertzigkeit		[]
alle		[]
morgen		[]
über		[]
uns		[]
neu		[]
gewesen		[]
kein		[]
jahr		[]
kein		[]
monat		[]
keine		[]
woche		[]
kein		[]
tag		[]
keine		[]
stunde		[]
ja		[]
keine		[]
minute		[]
ist		[]
vorüber		[]
gegangen		[]
da		[]
wir		[]
nicht		[]
mit		[]
unzehligen		[]
wohlthaten		[]
von		[]
dir		[]
wären		[]
überschüttet		[]
worden		[]
auch		[]
die		[]
bösen		[]
tage		[]
die		[]
tage		[]
unsers		[]
leydens		[]
haben		[]
mehr		[]
gutes		[]
als		[]
böses		[]
von		[]
deiner		[]
hand		[]
auf		[]
uns		[]
mit		[]
gebracht		[]
durch		[]
deine		[]
güte		[]
sind		[]
sie		[]
auch		[]
bald		[]
wie		[]
ein		[]
trübe		[]
wolcke		[]
vorbey		[]
gegangen		[]
nach		[]
dem		[]
ungewitter		[]
hast		[]
du		[]
bald		[]
die		[]
sonne		[]
wieder		[]
scheinen		[]
lassen		[]
und		[]
nach		[]
dem		[]
heulen		[]
und		[]
weinen		[]
uns		[]
mit		[]
freuden		[]
überschüttet		[]
selbst		[]
der		[]
heutige		[]
tag		[]
führet		[]
diese		[]
ja		[]
mehr		[]
als		[]
eine		[]
wohlthat		[]
im		[]
munde		[]
um		[]
derentwillen		[]
wir		[]
nicht		[]
anders		[]
als		[]
deinen		[]
nahmen		[]
höchlich		[]
preisen		[]
können		[]
ach		[]
gieb		[]
hierzu		[]
krafft		[]
beseele		[]
unsere		[]
zu		[]
deinem		[]
lobe		[]
erstarreten		[]
lippen		[]
und		[]
laß		[]
dir		[]
wohlgefallen		[]
das		[]
lobopffer		[]
unsers		[]
mundes		[]
und		[]
unsers		[]
hertzens		[]
o	 musikwerk	['E100068']
jesu	 musikwerk	['E100068']
christe	 musikwerk	['E100068']
sohn	 musikwerk	['E100068']
des	 musikwerk	['E100068']
allerhöchsten	 musikwerk	['E100068']
gieb	 musikwerk	['E100068']
du	 musikwerk	['E100068']
die	 musikwerk	['E100068']
gnade	 musikwerk	['E100068']
