word	types	reference
das		[]
lieblichklingende		[]
orgeln		[]
und		[]
saitenspiel		[]
bey		[]
der		[]
einweyhung		[]
zweyer		[]
neuen		[]
schönen		[]
orgel-werck		[]
des		[]
einen		[]
zwar		[]
zu		[]
mupperg		[]
den		[]
19		[]
sonntag		[]
nach		[]
trinitatis		[]
des		[]
andern		[]
aber		[]
zu		[]
fechheim		[]
den		[]
23		[]
sonntag		[]
nach		[]
trinitatis		[]
jn		[]
zweyen		[]
unterschiedlichen		[]
predigten		[]
nach		[]
anleitung		[]
der		[]
ordentlichen		[]
sonntagsevangelien		[]
aus		[]
gottes		[]
wort		[]
einfältig		[]
fürgestellet		[]
und		[]
auf		[]
begehren		[]
in		[]
druck		[]
verfertiget		[]
von		[]
m		[]
theodoro		[]
schneidern		[]
pfarrern		[]
und		[]
superintendenten		[]
zu		[]
neustadt		[]
an		[]
der		[]
heiden		[]
und		[]
des		[]
geistlichen		[]
untergerichts		[]
daselbst		[]
assessore		[]
etc		[]
jm		[]
jahr		[]
christi		[]
1676		[]
gedruckt		[]
zu		[]
coburg		[]
durch		[]
johann-conrad		[]
mönchen		[]
denen		[]
wohlehrwürdigen		[]
großachtbaren		[]
und		[]
gottselig-wohlgelahrten		[]
herrn		[]
simon		[]
johann		[]
eyring		[]
treufleißigem		[]
pfarrherrn		[]
und		[]
seelsorgern		[]
der		[]
christlichen		[]
gemeind		[]
zu		[]
fechheim		[]
und		[]
des		[]
gantzen		[]
ministerii		[]
der		[]
neustadtischen		[]
inspection		[]
ansehlichen		[]
seniori		[]
wie		[]
auch		[]
herrn		[]
caspar		[]
füßlein		[]
wohlverordnetem		[]
pfarrherrn		[]
und		[]
seelsorgern		[]
in		[]
mupperg		[]
und		[]
der		[]
gesampten		[]
inspection		[]
subseniori		[]
als		[]
zweyen		[]
alten		[]
aufrichtigen		[]
theologis		[]
und		[]
rechtschaffenen		[]
jsraelitern		[]
ubergiebet		[]
diese		[]
auf		[]
ihren		[]
anvertraueten		[]
cantzeln		[]
gehaltene		[]
beyden		[]
geringe		[]
orgelpredigten		[]
nechst		[]
anwunsch		[]
eines		[]
gesegneten		[]
neuen		[]
jahres		[]
und		[]
geruhigen		[]
adleralters		[]
zum		[]
freundlichen		[]
abschiede		[]
dero		[]
treuer		[]
mitarbeiter		[]
und		[]
fürbitter		[]
bey		[]
gott		[]
m		[]
theodorus		[]
schneider		[]
gott	 bibel	['Ps_57-8.9.10']
mein	 bibel	['Ps_57-8.9.10']
hertz	 bibel	['Ps_57-8.9.10']
ist	 bibel	['Ps_57-8.9.10']
bereit	 bibel	['Ps_57-8.9.10']
mein	 bibel	['Ps_57-8.9.10']
hertz	 bibel	['Ps_57-8.9.10']
ist	 bibel	['Ps_57-8.9.10']
bereit	 bibel	['Ps_57-8.9.10']
daß	 bibel	['Ps_57-8.9.10']
ich	 bibel	['Ps_57-8.9.10']
singe	 bibel	['Ps_57-8.9.10']
und	 bibel	['Ps_57-8.9.10']
lobe	 bibel	['Ps_57-8.9.10']
wache	 bibel	['Ps_57-8.9.10']
auf	 bibel	['Ps_57-8.9.10']
meine	 bibel	['Ps_57-8.9.10']
ehre	 bibel	['Ps_57-8.9.10']
wache	 bibel	['Ps_57-8.9.10']
auf	 bibel	['Ps_57-8.9.10']
psalter	 bibel	['Ps_57-8.9.10']
und	 bibel	['Ps_57-8.9.10']
harffen	 bibel	['Ps_57-8.9.10']
frühe	 bibel	['Ps_57-8.9.10']
will	 bibel	['Ps_57-8.9.10']
ich	 bibel	['Ps_57-8.9.10']
aufwachen	 bibel	['Ps_57-8.9.10']
jch	 bibel	['Ps_57-8.9.10']
will	 bibel	['Ps_57-8.9.10']
dir	 bibel	['Ps_57-8.9.10']
dancken	 bibel	['Ps_57-8.9.10']
unter	 bibel	['Ps_57-8.9.10']
den	 bibel	['Ps_57-8.9.10']
völckern	 bibel	['Ps_57-8.9.10']
ich	 bibel	['Ps_57-8.9.10']
will	 bibel	['Ps_57-8.9.10']
dir	 bibel	['Ps_57-8.9.10']
lobsingen	 bibel	['Ps_57-8.9.10']
unter	 bibel	['Ps_57-8.9.10']
den	 bibel	['Ps_57-8.9.10']
leuten	 bibel	['Ps_57-8.9.10']
amen		[]
lobet	 bibel	['Ps_150']
den	 bibel	['Ps_150']
herrn	 bibel	['Ps_150']
in	 bibel	['Ps_150']
seinem	 bibel	['Ps_150']
heiligthum	 bibel	['Ps_150']
lobet	 bibel	['Ps_150']
jhn	 bibel	['Ps_150']
in	 bibel	['Ps_150']
der	 bibel	['Ps_150']
veste	 bibel	['Ps_150']
seiner	 bibel	['Ps_150']
macht	 bibel	['Ps_150']
lobet	 bibel	['Ps_150']
jhn	 bibel	['Ps_150']
in	 bibel	['Ps_150']
seinen	 bibel	['Ps_150']
thaten	 bibel	['Ps_150']
lobet	 bibel	['Ps_150']
jhn	 bibel	['Ps_150']
in	 bibel	['Ps_150']
seiner	 bibel	['Ps_150']
großen	 bibel	['Ps_150']
herrligkeit	 bibel	['Ps_150']
lobet	 bibel	['Ps_150']
jhn	 bibel	['Ps_150']
mit	 bibel	['Ps_150']
posaunen	 bibel	['Ps_150']
lobet	 bibel	['Ps_150']
jhn	 bibel	['Ps_150']
mit	 bibel	['Ps_150']
psalter	 bibel	['Ps_150']
und	 bibel	['Ps_150']
harffen	 bibel	['Ps_150']
lobet	 bibel	['Ps_150']
jhn	 bibel	['Ps_150']
mit	 bibel	['Ps_150']
paucken	 bibel	['Ps_150']
und	 bibel	['Ps_150']
reigen	 bibel	['Ps_150']
lobet	 bibel	['Ps_150']
jhn	 bibel	['Ps_150']
mit	 bibel	['Ps_150']
saiten	 bibel	['Ps_150']
und	 bibel	['Ps_150']
pfeiffen	 bibel	['Ps_150']
lobet	 bibel	['Ps_150']
jhn	 bibel	['Ps_150']
mit	 bibel	['Ps_150']
hellen	 bibel	['Ps_150']
cymbeln	 bibel	['Ps_150']
lobet	 bibel	['Ps_150']
jhn	 bibel	['Ps_150']
mit	 bibel	['Ps_150']
wohlklingenden	 bibel	['Ps_150']
cymbeln	 bibel	['Ps_150']
alles	 bibel	['Ps_150']
was	 bibel	['Ps_150']
othem	 bibel	['Ps_150']
hat	 bibel	['Ps_150']
lobe	 bibel	['Ps_150']
den	 bibel	['Ps_150']
herrn	 bibel	['Ps_150']
hallelujah	 bibel	['Ps_150']
mit		[]
diesem		[]
schönen		[]
hallelujah		[]
und		[]
schlußworten		[]
des		[]
davidischen		[]
psalters		[]
mit		[]
welchem		[]
die		[]
jsraelitische		[]
kirche		[]
in		[]
welcher		[]
sich		[]
der		[]
große		[]
gott		[]
bißanhero		[]
herrlich		[]
erzeiget		[]
und		[]
mit		[]
seinem		[]
heiligthum		[]
wundern		[]
und		[]
wohlthaten		[]
sehr		[]
berühmt		[]
gemacht		[]
zum		[]
lobe		[]
und		[]
preiß		[]
angemahnet		[]
wird		[]
machen		[]
wir		[]
billig		[]
den		[]
anfang		[]
zu		[]
unserer		[]
ietzt		[]
angestellten		[]
heiligen		[]
sabbathsfeyer		[]
weil		[]
wir		[]
nicht		[]
allein		[]
ursach		[]
darzu		[]
finden		[]
in		[]
dem		[]
heutigen		[]
evangelio		[]
darinnen		[]
der		[]
herr		[]
jesus		[]
einem		[]
armen		[]
gichtbrüchigen		[]
an		[]
leib		[]
undseele		[]
geholffen		[]
sondern		[]
weil		[]
wir		[]
eben		[]
an		[]
diesem		[]
tage		[]
entschlossen		[]
sind		[]
das		[]
in		[]
hiesiger		[]
kirche		[]
mit		[]
ziemlichen		[]
kosten		[]
aufgeführte		[]
neüe		[]
orgelwerck		[]
durch		[]
göttlichen		[]
beystand		[]
einzuweyhen		[]
und		[]
zur		[]
ehre		[]
des		[]
allerhöchsten		[]
mit		[]
loben		[]
dancken		[]
und		[]
beten		[]
zu		[]
widmen		[]
derowegen		[]
so		[]
lobet	 bibel	['Ps_150-1']
den	 bibel	['Ps_150-1']
herrn	 bibel	['Ps_150-1']
in	 bibel	['Ps_150-1']
seinem	 bibel	['Ps_150-1']
heiligthum	 bibel	['Ps_150-1']
etc		[]
damit		[]
aber		[]
unser		[]
loben		[]
und		[]
dancken		[]
gott		[]
im		[]
himmel		[]
gefallen		[]
möge		[]
und		[]
er		[]
sich		[]
in		[]
unseren		[]
versamlungen		[]
gern		[]
möge		[]
finden		[]
lassen		[]
so		[]
wollen		[]
wir		[]
unser		[]
neues		[]
orgelwerck		[]
gott		[]
zu		[]
ehren		[]
erklingen		[]
lassen		[]
und		[]
darein		[]
mit		[]
mund		[]
und		[]
hertzen		[]
singen		[]
sey	 musikwerk	['E100001']
lob	 musikwerk	['E100001']
und	 musikwerk	['E100001']
ehr	 musikwerk	['E100001']
mit	 musikwerk	['E100001']
hohem	 musikwerk	['E100001']
preiß	 musikwerk	['E100001']
etc		[]
aus		[]
geistund		[]
weltlichen		[]
geschichten		[]
ist		[]
bekand		[]
daß		[]
man		[]
einem		[]
medico		[]
dem		[]
eine		[]
cur		[]
glücklich		[]
angeschlagen		[]
ein		[]
herrlichen		[]
artzlohn		[]
gemeiniglich		[]
pflege		[]
anzubieten		[]
wann		[]
der		[]
prophet		[]
elisa		[]
den		[]
naëman		[]
vom		[]
aussatz		[]
geheilet		[]
so		[]
kehret		[]
er		[]
umb		[]
mit		[]
seinem		[]
gantzen		[]
heer		[]
und		[]
bittet		[]
er		[]
soll		[]
doch		[]
den		[]
segen		[]
annehmen		[]
nemlich		[]
10		[]
centner		[]
silbers		[]
und		[]
6000		[]
gülden		[]
und		[]
zehen		[]
feyerkleider		[]
als		[]
benhadad		[]
der		[]
könig		[]
zu		[]
syrien		[]
kranck		[]
lag		[]
und		[]
erfuhr		[]
daß		[]
elisa		[]
gen		[]
damascon		[]
kommen		[]
were		[]
sprach		[]
er		[]
zu		[]
hasaël		[]
nimm	 bibel	['2Kön_8-8.9']
geschenck	 bibel	['2Kön_8-8.9']
mit	 bibel	['2Kön_8-8.9']
dir	 bibel	['2Kön_8-8.9']
und	 bibel	['2Kön_8-8.9']
gehe	 bibel	['2Kön_8-8.9']
dem	 bibel	['2Kön_8-8.9']
manne	 bibel	['2Kön_8-8.9']
gottes	 bibel	['2Kön_8-8.9']
entgegen	 bibel	['2Kön_8-8.9']
und	 bibel	['2Kön_8-8.9']
frage	 bibel	['2Kön_8-8.9']
den	 bibel	['2Kön_8-8.9']
herrn	 bibel	['2Kön_8-8.9']
durch	 bibel	['2Kön_8-8.9']
ihn	 bibel	['2Kön_8-8.9']
und	 bibel	['2Kön_8-8.9']
sprich	 bibel	['2Kön_8-8.9']
ob	 bibel	['2Kön_8-8.9']
ich	 bibel	['2Kön_8-8.9']
von	 bibel	['2Kön_8-8.9']
dieser	 bibel	['2Kön_8-8.9']
kranckheit	 bibel	['2Kön_8-8.9']
möge	 bibel	['2Kön_8-8.9']
genesen	 bibel	['2Kön_8-8.9']
das	 bibel	['2Kön_8-8.9']
thet	 bibel	['2Kön_8-8.9']
hasaël	 bibel	['2Kön_8-8.9']
und	 bibel	['2Kön_8-8.9']
nahm	 bibel	['2Kön_8-8.9']
geschenck	 bibel	['2Kön_8-8.9']
mit	 bibel	['2Kön_8-8.9']
sich	 bibel	['2Kön_8-8.9']
und	 bibel	['2Kön_8-8.9']
allerley	 bibel	['2Kön_8-8.9']
guts	 bibel	['2Kön_8-8.9']
40	 bibel	['2Kön_8-8.9']
cameeln	 bibel	['2Kön_8-8.9']
last	 bibel	['2Kön_8-8.9']
wann		[]
der		[]
alte		[]
tobias		[]
mit		[]
seinem		[]
sohn		[]
und		[]
weibe		[]
erwegen		[]
wie		[]
wunderlich		[]
ihn		[]
raphaël		[]
wieder		[]
zu		[]
seinem		[]
gesicht		[]
geholffen		[]
so		[]
fordern		[]
sie		[]
ihn		[]
auf		[]
einen		[]
ort		[]
und		[]
bieten		[]
ihm		[]
zur		[]
danckbarkeit		[]
die		[]
helffte		[]
aller		[]
güter		[]
an		[]
thaddaeus		[]
ein		[]
berühmter		[]
medicus		[]
zu		[]
florentz		[]
als		[]
er		[]
honorium		[]
curiret		[]
hat		[]
zum		[]
gratial		[]
10000		[]
fl		[]
bekommen		[]
cleombrotus	 quelle	['E080382']
hat	 quelle	['E080382']
vom	 quelle	['E080382']
könige	 quelle	['E080382']
ptolemaeo	 quelle	['E080382']
in	 quelle	['E080382']
aegypten	 quelle	['E080382']
auf	 quelle	['E080382']
einmahl	 quelle	['E080382']
100	 quelle	['E080382']
talenta	 quelle	['E080382']
bekommen	 quelle	['E080382']
tribunus	 quelle	['E080381']
hatte	 quelle	['E080381']
der	 quelle	['E080381']
