word	types	reference
i		[]
n		[]
j		[]
denckund		[]
dancksäule		[]
von		[]
der		[]
orgel		[]
und		[]
jnstrumentalmusic		[]
ursprung		[]
und		[]
fortpflantzung		[]
heilsamen		[]
vierfachen		[]
zweck		[]
und		[]
geziemenden		[]
gebrauch		[]
als		[]
die		[]
herrliche		[]
in		[]
6		[]
absonderlichen		[]
wercken		[]
bestehende		[]
orgel		[]
der		[]
hauptkirchen		[]
zu		[]
s		[]
jacob		[]
in		[]
deß		[]
h		[]
reichsstadt		[]
rottenburg		[]
ob		[]
der		[]
tauber		[]
verfertiget		[]
ward		[]
am		[]
tag		[]
der		[]
offenbarung		[]
chrjstj		[]
1673		[]
aufgerichtet		[]
von		[]
joh		[]
ludovico		[]
hartmanno		[]
der		[]
h		[]
schrifft		[]
doctorn		[]
und		[]
superintendenten		[]
bey		[]
martin		[]
beern		[]
buchhändlern		[]
und		[]
kupferstecher		[]
in		[]
rottenburg		[]
ob		[]
der		[]
tauber		[]
d		[]
t		[]
o		[]
m		[]
s		[]
auspiciis		[]
nobiliss		[]
ampliss		[]
d		[]
d		[]
consulibus		[]
et		[]
senatoribus		[]
hujus		[]
reip		[]
organum		[]
hoc		[]
musicum		[]
repar		[]
illustr		[]
mdcxl		[]
mdclxxii		[]
praesidibus		[]
dn		[]
georg		[]
nusch		[]
cons		[]
dn		[]
georg		[]
chr		[]
hohenberger		[]
cons		[]
dn		[]
nicolao		[]
göttlingk		[]
cons		[]
dn		[]
jo		[]
frid		[]
bezol		[]
cons		[]
curantibus		[]
dn		[]
jo		[]
georg		[]
schnepff		[]
cons		[]
dn		[]
georg		[]
albrecht		[]
quaest		[]
dn		[]
josaphat		[]
weinlein		[]
m		[]
d		[]
dn		[]
joach		[]
rözsch		[]
praef		[]
dn		[]
jo		[]
bern		[]
winterbach		[]
dn		[]
jo		[]
georg		[]
albrecht		[]
j		[]
u		[]
d		[]
dn		[]
jo		[]
chr		[]
weinlein		[]
m		[]
d		[]
dn		[]
jo		[]
mezger		[]
praef		[]
ejner		[]
stadt		[]
gröstes		[]
lob		[]
und		[]
bestes		[]
glücke		[]
bestehet		[]
auf		[]
einem		[]
wolverfasten		[]
gottesdienst		[]
und		[]
rechtbestellten		[]
regiment		[]
so		[]
gar		[]
daß		[]
obgleich		[]
mancher		[]
ort		[]
schlecht		[]
und		[]
gering		[]
arm		[]
und		[]
verachtet		[]
ist		[]
von		[]
geringen		[]
