word	types	reference
orgel		[]
weih-predigt		[]
als		[]
die		[]
dem		[]
unerschaffenen		[]
engel		[]
michael		[]
von		[]
titularius		[]
herrn		[]
michael		[]
theodosio		[]
selden		[]
hochfürstlich		[]
brandenburgisch		[]
onolzbachischen		[]
langhochverdienten		[]
pastore		[]
primario		[]
und		[]
dechanten		[]
zu		[]
krailsheim		[]
in		[]
die		[]
johanniskirche		[]
zu		[]
höchsten		[]
ehren		[]
gestiftete		[]
schöne		[]
orgel		[]
beym		[]
öffentlichen		[]
gottesdienste		[]
das		[]
erste		[]
mal		[]
gebrauchet		[]
worden		[]
so		[]
da		[]
geschehen		[]
am		[]
feste		[]
der		[]
heimsuchung		[]
mariä		[]
unserer		[]
kirchen-ordnung		[]
nach		[]
den		[]
15ten		[]
august-monats		[]
1709		[]
gehalten		[]
und		[]
ausgehändiget		[]
von		[]
johann		[]
friederich		[]
spenglern		[]
dermaligen		[]
hochfürstlichen		[]
brandenburgischen		[]
pastore		[]
primario		[]
und		[]
dechanten		[]
daselbst		[]
onolzbach		[]
gedrukt		[]
bey		[]
johann		[]
valentin		[]
lüders		[]
hofbuchdrukkern		[]
der		[]
hoch-edlen		[]
und		[]
hochehrund		[]
tugendreichen		[]
matron		[]
frauen		[]
annen		[]
dorotheen		[]
seldinn		[]
gebohrner		[]
feuerleininn		[]
deß		[]
wolseeligen		[]
herrn		[]
orgelstifters		[]
hinterlassenen		[]
hochbekümmerten		[]
frauen		[]
wittib		[]
widmet		[]
und		[]
übergiebet		[]
diese		[]
gehaltene		[]
orgelpredigt		[]
mit		[]
hertzlichem		[]
wunsche		[]
der		[]
gott		[]
des		[]
trostes		[]
und		[]
vatter		[]
aller		[]
barmhertzigkeit		[]
wolle		[]
sie		[]
als		[]
eine		[]
allezeit		[]
traurige		[]
trösten		[]
stärcken		[]
kräfftigen		[]
gründen		[]
und		[]
auf		[]
ihre		[]
reiche		[]
threnensaat		[]
mit		[]
einer		[]
vollen		[]
freuden-ernde		[]
begnadigen		[]
der		[]
autor		[]
hallelujah	 bibel	['Ps_150']
lobet	 bibel	['Ps_150']
den	 bibel	['Ps_150']
herrn	 bibel	['Ps_150']
in	 bibel	['Ps_150']
seinem	 bibel	['Ps_150']
heiligtuhme	 bibel	['Ps_150']
lobet	 bibel	['Ps_150']
ihn	 bibel	['Ps_150']
in	 bibel	['Ps_150']
der	 bibel	['Ps_150']
feste	 bibel	['Ps_150']
seiner	 bibel	['Ps_150']
macht	 bibel	['Ps_150']
lobet	 bibel	['Ps_150']
ihn	 bibel	['Ps_150']
in	 bibel	['Ps_150']
seinen	 bibel	['Ps_150']
tahten	 bibel	['Ps_150']
lobet	 bibel	['Ps_150']
ihn	 bibel	['Ps_150']
in	 bibel	['Ps_150']
seiner	 bibel	['Ps_150']
grossen	 bibel	['Ps_150']
herrlichkeit	 bibel	['Ps_150']
lobet	 bibel	['Ps_150']
ihn	 bibel	['Ps_150']
mit	 bibel	['Ps_150']
posaunen	 bibel	['Ps_150']
lobet	 bibel	['Ps_150']
ihn	 bibel	['Ps_150']
mit	 bibel	['Ps_150']
psalter	 bibel	['Ps_150']
und	 bibel	['Ps_150']
harpfen	 bibel	['Ps_150']
lobet	 bibel	['Ps_150']
ihn	 bibel	['Ps_150']
mit	 bibel	['Ps_150']
pauken	 bibel	['Ps_150']
und	 bibel	['Ps_150']
reigen	 bibel	['Ps_150']
lobet	 bibel	['Ps_150']
ihn	 bibel	['Ps_150']
mit	 bibel	['Ps_150']
saiten	 bibel	['Ps_150']
und	 bibel	['Ps_150']
pfeifen	 bibel	['Ps_150']
lobet	 bibel	['Ps_150']
ihn	 bibel	['Ps_150']
mit	 bibel	['Ps_150']
hellen	 bibel	['Ps_150']
cymbeln	 bibel	['Ps_150']
lobet	 bibel	['Ps_150']
ihn	 bibel	['Ps_150']
mit	 bibel	['Ps_150']
wolklingenden	 bibel	['Ps_150']
cymbeln	 bibel	['Ps_150']
alles	 bibel	['Ps_150']
was	 bibel	['Ps_150']
odem	 bibel	['Ps_150']
hat	 bibel	['Ps_150']
lobe	 bibel	['Ps_150']
den	 bibel	['Ps_150']
herrn	 bibel	['Ps_150']
hallelujah	 bibel	['Ps_150']
wir		[]
begehen		[]
heute		[]
feyerlich		[]
das		[]
fest		[]
der		[]
heimsuchung		[]
mariä		[]
weil		[]
die		[]
maria		[]
auf		[]
das		[]
gebürge		[]
gereiset		[]
und		[]
ihre		[]
baase		[]
elisabet		[]
heimgesuchet		[]
unterdessen		[]
ist		[]
diese		[]
ehre		[]
nicht		[]
der		[]
mariä		[]
sondern		[]
dem		[]
marien-sohne		[]
vermeinet		[]
denn		[]
in		[]
dieser		[]
ersten		[]
versammlung		[]
neuen		[]
testaments		[]
da		[]
aus		[]
dem		[]
männlichen		[]
geschlechte		[]
zusammen		[]
kommen		[]
christus		[]
und		[]
johannes		[]
und		[]
aus		[]
dem		[]
weiblichen		[]
maria		[]
und		[]
elisabet		[]
zu		[]
denen		[]
sich		[]
auf		[]
eine		[]
unsichtbare		[]
gnadenreiche		[]
weise		[]
unzweifelich		[]
gesellet		[]
die		[]
gantze		[]
hochgelobte		[]
drey-einigkeit		[]
wird		[]
sprache		[]
gehalten		[]
von		[]
der		[]
menschwerdung		[]
des		[]
sohnes		[]
gottes		[]
wovon		[]
die		[]
seelige		[]
jungfrau		[]
maria		[]
des		[]
herrn		[]
mutter		[]
durch		[]
uberschattung		[]
des		[]
heiligen		[]
geistes		[]
schon		[]
schwanger		[]
mit		[]
des		[]
vorläufers		[]
des		[]
herrn		[]
mutter		[]
elisabet		[]
durch		[]
den		[]
heiligen		[]
geist		[]
so		[]
freudig		[]
redet		[]
daß		[]
sie		[]
zur		[]
gottseeligen		[]
danksagung		[]
angezündet		[]
in		[]
ihrem		[]
herrlichen		[]
lob-gesange		[]
nicht		[]
nur		[]
rühmet		[]
was		[]
der		[]
herr		[]
an		[]
ihr		[]
gethan		[]
und		[]
daß		[]
er		[]
sie		[]
als		[]
eine		[]
elende		[]
magd		[]
in		[]
allen		[]
gnaden		[]
angesehen		[]
sondern		[]
machet		[]
noch		[]
darzu		[]
eine		[]
schöne		[]
ausschweifung		[]
und		[]
preiset		[]
insgemein		[]
die		[]
barmhertzigkeit		[]
