word	types	reference
stimme		[]
des		[]
predigers		[]
so		[]
in		[]
der		[]
zuvor		[]
wüsten		[]
itzo		[]
aber		[]
wieder		[]
in		[]
guten		[]
stand		[]
gesetzten		[]
kirchen		[]
zu		[]
st		[]
elisabeth		[]
in		[]
dantzig		[]
bey		[]
erstmahliger		[]
anstimmung		[]
und		[]
rührung		[]
des		[]
neuen		[]
orgelwercks		[]
den		[]
28		[]
april		[]
1737		[]
am		[]
sonntage		[]
qvasi-modo-geniti		[]
gehöret		[]
worden		[]
außgesprochen		[]
also		[]
von		[]
alexander		[]
sostmann		[]
vakat		[]
was		[]
ist		[]
köstlicher		[]
als		[]
die		[]
zeit		[]
was		[]
ist		[]
köstlicher		[]
als		[]
gottes		[]
lob		[]
nichts		[]
ist		[]
köstlicher		[]
als		[]
die		[]
zeit		[]
so		[]
bald		[]
die		[]
zeit		[]
verlauffen		[]
ist		[]
kan		[]
sie		[]
mit		[]
allen		[]
schätzen		[]
der		[]
welt		[]
nicht		[]
wiedergebracht		[]
nicht		[]
wieder		[]
erkaufft		[]
werden		[]
man		[]
nehme		[]
die		[]
zeit		[]
in		[]
acht		[]
vornehmlich		[]
die		[]
zeit		[]
der		[]
jugend		[]
da		[]
man		[]
geschickt		[]
ist		[]
zu		[]
lernen		[]
und		[]
rühmliche		[]
dinge		[]
auszuführen		[]
die		[]
versaümung		[]
und		[]
verlust		[]
dieser		[]
zeit		[]
beklaget		[]
der		[]
betrübte		[]
jeremias		[]
seüfftzende		[]
und		[]
sprechende		[]
es	 bibel	['Klgl_3-27']
ist	 bibel	['Klgl_3-27']
ein	 bibel	['Klgl_3-27']
köstlich	 bibel	['Klgl_3-27']
ding	 bibel	['Klgl_3-27']
einem	 bibel	['Klgl_3-27']
mann	 bibel	['Klgl_3-27']
daß	 bibel	['Klgl_3-27']
er	 bibel	['Klgl_3-27']
das	 bibel	['Klgl_3-27']
joch	 bibel	['Klgl_3-27']
in	 bibel	['Klgl_3-27']
seiner	 bibel	['Klgl_3-27']
jugendt	 bibel	['Klgl_3-27']
trage	 bibel	['Klgl_3-27']
man		[]
wende		[]
die		[]
zeit		[]
der		[]
jugendt		[]
an		[]
zur		[]
ehre		[]
gottes		[]
und		[]
zu		[]
eigener		[]
erbauung		[]
gedencke	 bibel	['Koh_12-1']
an	 bibel	['Koh_12-1']
deinen	 bibel	['Koh_12-1']
schöpffer	 bibel	['Koh_12-1']
in	 bibel	['Koh_12-1']
deiner	 bibel	['Koh_12-1']
jugendt	 bibel	['Koh_12-1']
ehe	 bibel	['Koh_12-1']
dann	 bibel	['Koh_12-1']
die	 bibel	['Koh_12-1']
böse	 bibel	['Koh_12-1']
tage	 bibel	['Koh_12-1']
kommen	 bibel	['Koh_12-1']
und	 bibel	['Koh_12-1']
die	 bibel	['Koh_12-1']
jahre	 bibel	['Koh_12-1']
herzu	 bibel	['Koh_12-1']
treten	 bibel	['Koh_12-1']
da	 bibel	['Koh_12-1']
du	 bibel	['Koh_12-1']
weist	 bibel	['Koh_12-1']
sagen	 bibel	['Koh_12-1']
sie	 bibel	['Koh_12-1']
gefallen	 bibel	['Koh_12-1']
mir	 bibel	['Koh_12-1']
nicht	 bibel	['Koh_12-1']
je		[]
mehr		[]
wir		[]
aber		[]
im		[]
leben		[]
fortfahren		[]
und		[]
zum		[]
ende		[]
uns		[]
nahen		[]
je		[]
höher		[]
müßen		[]
wir		[]
die		[]
kostbare		[]
zeit		[]
aestimiren		[]
und		[]
uns		[]
zu		[]
nutze		[]
machen		[]
nichts		[]
ist		[]
köstlicher		[]
als		[]
gottes		[]
lob		[]
der		[]
fromme		[]
david		[]
spricht		[]
es	 bibel	['Ps_92-2']
ist	 bibel	['Ps_92-2']
ein	 bibel	['Ps_92-2']
köstlich	 bibel	['Ps_92-2']
ding	 bibel	['Ps_92-2']
dem	 bibel	['Ps_92-2']
herren	 bibel	['Ps_92-2']
dancken	 bibel	['Ps_92-2']
und	 bibel	['Ps_92-2']
lobsingen	 bibel	['Ps_92-2']
deinem	 bibel	['Ps_92-2']
nahmen	 bibel	['Ps_92-2']
du	 bibel	['Ps_92-2']
allerhöchster	 bibel	['Ps_92-2']
wan		[]
diese		[]
worte		[]
dem		[]
psalmisten		[]
nicht		[]
von		[]
hertzten		[]
gegangen		[]
wären		[]
würde		[]
er		[]
sie		[]
nicht		[]
wiederholet		[]
und		[]
gesprochen		[]
haben		[]
lobet	 bibel	['Ps_147-1']
den	 bibel	['Ps_147-1']
herrn	 bibel	['Ps_147-1']
dan	 bibel	['Ps_147-1']
unsern	 bibel	['Ps_147-1']
gott	 bibel	['Ps_147-1']
loben	 bibel	['Ps_147-1']
ist	 bibel	['Ps_147-1']
ein	 bibel	['Ps_147-1']
köstlich	 bibel	['Ps_147-1']
ding	 bibel	['Ps_147-1']
solch	 bibel	['Ps_147-1']
lob	 bibel	['Ps_147-1']
ist	 bibel	['Ps_147-1']
lieblich	 bibel	['Ps_147-1']
und	 bibel	['Ps_147-1']
schön	 bibel	['Ps_147-1']
darumb		[]
stehets		[]
einem		[]
vernünfftigen		[]
besonders		[]
einem		[]
christlichen		[]
menschen		[]
wohl		[]
an		[]
wan		[]
er		[]
diese		[]
beÿde		[]
kostbarkeiten		[]
zusammenfüget		[]
und		[]
die		[]
köstliche		[]
zeit		[]
dem		[]
köstlichen		[]
lobe		[]
gottes		[]
durchaus		[]
widmet		[]
zumahlen		[]
wir		[]
wißen		[]
und		[]
erfahren		[]
daß		[]
die		[]
zeit		[]
unsers		[]
lebens		[]
wenig		[]
und		[]
böse		[]
ist		[]
es		[]
ist		[]
wahrscheinlich		[]
daß		[]
der		[]
heilige		[]
apostel		[]
paulus		[]
aus		[]
eben		[]
diesem		[]
grunde		[]
das		[]
lob		[]
gottes		[]
so		[]
dringende		[]
anbefohlen		[]
hat		[]
indem		[]
er		[]
spricht		[]
schicket	 bibel	['Eph_5-16.17.18.19']
eüch	 bibel	['Eph_5-16.17.18.19']
in	 bibel	['Eph_5-16.17.18.19']
die	 bibel	['Eph_5-16.17.18.19']
zeit	 bibel	['Eph_5-16.17.18.19']
dan	 bibel	['Eph_5-16.17.18.19']
es	 bibel	['Eph_5-16.17.18.19']
ist	 bibel	['Eph_5-16.17.18.19']
böse	 bibel	['Eph_5-16.17.18.19']
zeit	 bibel	['Eph_5-16.17.18.19']
darum	 bibel	['Eph_5-16.17.18.19']
werdet	 bibel	['Eph_5-16.17.18.19']
nicht	 bibel	['Eph_5-16.17.18.19']
unverständig	 bibel	['Eph_5-16.17.18.19']
sondern	 bibel	['Eph_5-16.17.18.19']
verständig	 bibel	['Eph_5-16.17.18.19']
was	 bibel	['Eph_5-16.17.18.19']
da	 bibel	['Eph_5-16.17.18.19']
seÿ	 bibel	['Eph_5-16.17.18.19']
des	 bibel	['Eph_5-16.17.18.19']
herrn	 bibel	['Eph_5-16.17.18.19']
wille	 bibel	['Eph_5-16.17.18.19']
und	 bibel	['Eph_5-16.17.18.19']
sauffet	 bibel	['Eph_5-16.17.18.19']
eüch	 bibel	['Eph_5-16.17.18.19']
nicht	 bibel	['Eph_5-16.17.18.19']
voll	 bibel	['Eph_5-16.17.18.19']
weins	 bibel	['Eph_5-16.17.18.19']
daraus	 bibel	['Eph_5-16.17.18.19']
ein	 bibel	['Eph_5-16.17.18.19']
unordentlich	 bibel	['Eph_5-16.17.18.19']
wesen	 bibel	['Eph_5-16.17.18.19']
folget	 bibel	['Eph_5-16.17.18.19']
sondern	 bibel	['Eph_5-16.17.18.19']
werdet	 bibel	['Eph_5-16.17.18.19']
voll	 bibel	['Eph_5-16.17.18.19']
geistes	 bibel	['Eph_5-16.17.18.19']
und	 bibel	['Eph_5-16.17.18.19']
redet	 bibel	['Eph_5-16.17.18.19']
unter	 bibel	['Eph_5-16.17.18.19']
einander	 bibel	['Eph_5-16.17.18.19']
von	 bibel	['Eph_5-16.17.18.19']
psalmen	 bibel	['Eph_5-16.17.18.19']
und	 bibel	['Eph_5-16.17.18.19']
lobgesängen	 bibel	['Eph_5-16.17.18.19']
und	 bibel	['Eph_5-16.17.18.19']
geistlichen	 bibel	['Eph_5-16.17.18.19']
lieblichen	 bibel	['Eph_5-16.17.18.19']
liedern	 bibel	['Eph_5-16.17.18.19']
singet	 bibel	['Eph_5-16.17.18.19']
und	 bibel	['Eph_5-16.17.18.19']
spielet	 bibel	['Eph_5-16.17.18.19']
dem	 bibel	['Eph_5-16.17.18.19']
herrn	 bibel	['Eph_5-16.17.18.19']
in	 bibel	['Eph_5-16.17.18.19']
eüren	 bibel	['Eph_5-16.17.18.19']
hertzen	 bibel	['Eph_5-16.17.18.19']
zur		[]
auffmunterung		[]
füge		[]
hiezu		[]
die		[]
worte		[]
des		[]
bekandten		[]
liedes		[]
lobt	 musikwerk	['E100069']
gott	 musikwerk	['E100069']
mit	 musikwerk	['E100069']
hertz	 musikwerk	['E100069']
und	 musikwerk	['E100069']
munde	 musikwerk	['E100069']
für	 musikwerk	['E100069']
das	 musikwerk	['E100069']
was	 musikwerk	['E100069']
er	 musikwerk	['E100069']
geschenckt	 musikwerk	['E100069']
es	 musikwerk	['E100069']
ist	 musikwerk	['E100069']
ein’	 musikwerk	['E100069']
seelige	 musikwerk	['E100069']
stunde	 musikwerk	['E100069']
darinn	 musikwerk	['E100069']
man	 musikwerk	['E100069']
sein	 musikwerk	['E100069']
gedenckt	 musikwerk	['E100069']
sonst	 musikwerk	['E100069']
verdirbt	 musikwerk	['E100069']
alle	 musikwerk	['E100069']
zeit	 musikwerk	['E100069']
die	 musikwerk	['E100069']
wir	 musikwerk	['E100069']
zubringen	 musikwerk	['E100069']
auf	 musikwerk	['E100069']
erden	 musikwerk	['E100069']
damit		[]
nun		[]
vor		[]
diese		[]
gegenwärtige		[]
zeit		[]
auch		[]
unser		[]
lob		[]
und		[]
preiß		[]
dem		[]
höchsten		[]
herrn		[]
möge		[]
angenehm		[]
seyn		[]
so		[]
erinnern		[]
wir		[]
uns		[]
billig		[]
unsers		[]
unvermögens		[]
und		[]
unsrer		[]
unwürdigkeit		[]
welche		[]
uns		[]
blöde		[]
machet		[]
und		[]
nehmen		[]
unsre		[]
zuflucht		[]
zu		[]
dem		[]
allgnugsamen		[]
demüthig		[]
flehende		[]
um		[]
die		[]
vergebung		[]
aller		[]
unsrer		[]
sünden		[]
und		[]
um		[]
den		[]
kräfftigen		[]
beÿstand		[]
seines		[]
heiligen		[]
geistes		[]
und		[]
zwar		[]
mit		[]
dem		[]
gebeth		[]
so		[]
uns		[]
christus		[]
jesus		[]
selbst		[]
gelehret		[]
hat		[]
unser	 bibel	['Mt_8-9']
vater	 bibel	['Mt_8-9']
etc	 bibel	['Mt_8-9']
canitur		[]
ps	 musikwerk	['E100116']
81	 musikwerk	['E100116']
1–3	 musikwerk	['E100116']
freuet	 bibel	['Ps_33-1.2.3']
eüch	 bibel	['Ps_33-1.2.3']
des	 bibel	['Ps_33-1.2.3']
herrn	 bibel	['Ps_33-1.2.3']
ihr	 bibel	['Ps_33-1.2.3']
gerechten	 bibel	['Ps_33-1.2.3']
die	 bibel	['Ps_33-1.2.3']
frommen	 bibel	['Ps_33-1.2.3']
sollen	 bibel	['Ps_33-1.2.3']
jhn	 bibel	['Ps_33-1.2.3']
schön	 bibel	['Ps_33-1.2.3']
preisen	 bibel	['Ps_33-1.2.3']
danckt	 bibel	['Ps_33-1.2.3']
dem	 bibel	['Ps_33-1.2.3']
herrn	 bibel	['Ps_33-1.2.3']
mit	 bibel	['Ps_33-1.2.3']
harfen	 bibel	['Ps_33-1.2.3']
und	 bibel	['Ps_33-1.2.3']
lobsinget	 bibel	['Ps_33-1.2.3']
jhm	 bibel	['Ps_33-1.2.3']
auf	 bibel	['Ps_33-1.2.3']
dem	 bibel	['Ps_33-1.2.3']
psalter	 bibel	['Ps_33-1.2.3']
von	 bibel	['Ps_33-1.2.3']
zehen	 bibel	['Ps_33-1.2.3']
saÿten	 bibel	['Ps_33-1.2.3']
singet	 bibel	['Ps_33-1.2.3']
jhm	 bibel	['Ps_33-1.2.3']
ein	 bibel	['Ps_33-1.2.3']
neües	 bibel	['Ps_33-1.2.3']
lied	 bibel	['Ps_33-1.2.3']
machets	 bibel	['Ps_33-1.2.3']
gut	 bibel	['Ps_33-1.2.3']
auf	 bibel	['Ps_33-1.2.3']
saitenspiel	 bibel	['Ps_33-1.2.3']
mit	 bibel	['Ps_33-1.2.3']
schall	 bibel	['Ps_33-1.2.3']
gott		[]
ist		[]
die		[]
allerhöchste		[]
vernunft		[]
welche		[]
unzählichen		[]
menschen		[]
die		[]
vernunfft		[]
gegeben		[]
hat		[]
und		[]
annoch		[]
gibt		[]
darum		[]
fodert		[]
er		[]
einen		[]
vernünftigen		[]
gottesdienst		[]
von		[]
vernünftigen		[]
menschen		[]
das		[]
ist		[]
einen		[]
geistlichen		[]
gottesdienst		[]
und		[]
andacht		[]
der		[]
seele		[]
diese		[]
foderung		[]
hat		[]
jesus		[]
von		[]
gott		[]
gesandt		[]
denen		[]
menschen		[]
offenbaret		[]
gott	 bibel	['Joh_4-24']
ist	 bibel	['Joh_4-24']
ein	 bibel	['Joh_4-24']
geist	 bibel	['Joh_4-24']
und	 bibel	['Joh_4-24']
die	 bibel	['Joh_4-24']
jhn	 bibel	['Joh_4-24']
anbeten	 bibel	['Joh_4-24']
die	 bibel	['Joh_4-24']
müßen	 bibel	['Joh_4-24']
jhn	 bibel	['Joh_4-24']
im	 bibel	['Joh_4-24']
geist	 bibel	['Joh_4-24']
und	 bibel	['Joh_4-24']
in	 bibel	['Joh_4-24']
der	 bibel	['Joh_4-24']
warheit	 bibel	['Joh_4-24']
anbeten	 bibel	['Joh_4-24']
da		[]
aber		[]
wir		[]
menschen		[]
aus		[]
seel		[]
und		[]
leib		[]
bestehen		[]
so		[]
muß		[]
der		[]
vernünftige		[]
gottesdienst		[]
nicht		[]
in		[]
der		[]
seele		[]
allein		[]
seinen		[]
sitz		[]
haben		[]
sondern		[]
vermittelst		[]
der		[]
vernünftigen		[]
seele		[]
durch		[]
gottes		[]
gnade		[]
den		[]
gantzen		[]
leib		[]
und		[]
glieder		[]
dem		[]
gehorsam		[]
des		[]
evangelii		[]
unterwerffen		[]
paulus		[]
ein		[]
bothschaffter		[]
an		[]
christi		[]
statt		[]
ermahnet		[]
und		[]
spricht		[]
jch	 bibel	['Röm_12-1']
ermahne	 bibel	['Röm_12-1']
eüch	 bibel	['Röm_12-1']
durch	 bibel	['Röm_12-1']
die	 bibel	['Röm_12-1']
barmhertzigkeit	 bibel	['Röm_12-1']
gottes	 bibel	['Röm_12-1']
daß	 bibel	['Röm_12-1']
ihr	 bibel	['Röm_12-1']
eüre	 bibel	['Röm_12-1']
leiber	 bibel	['Röm_12-1']
begebet	 bibel	['Röm_12-1']
zum	 bibel	['Röm_12-1']
opffer	 bibel	['Röm_12-1']
das	 bibel	['Röm_12-1']
da	 bibel	['Röm_12-1']
lebendig	 bibel	['Röm_12-1']
heilig	 bibel	['Röm_12-1']
und	 bibel	['Röm_12-1']
gott	 bibel	['Röm_12-1']
wolgefällig	 bibel	['Röm_12-1']
seÿ	 bibel	['Röm_12-1']
welches	 bibel	['Röm_12-1']
seÿ	 bibel	['Röm_12-1']
eür	 bibel	['Röm_12-1']
vernünftiger	 bibel	['Röm_12-1']
gottesdienst	 bibel	['Röm_12-1']
weil		[]
dan		[]
also		[]
der		[]
menschliche		[]
leib		[]
zum		[]
vernünfftigen		[]
gottesdienst		[]
sich		[]
anschicket		[]
so		[]
müßen		[]
nicht		[]
allein		[]
die		[]
leibliche		[]
affecten		[]
sondern		[]
auch		[]
die		[]
eüsserliche		[]
sinne		[]
den		[]
hohen		[]
schöpffer		[]
erkennen		[]
jhm		[]
dienen		[]
und		[]
zu		[]
seiner		[]
ehre		[]
gereichen		[]
das		[]
gefühl		[]
irrdisch		[]
gesinneter		[]
menschen		[]
ist		[]
allein		[]
auf		[]
irrdische		[]
dinge		[]
gerichtet		[]
hingegen		[]
ein		[]
vernünfftiger		[]
fühlet		[]
und		[]
findet		[]
gott		[]
den		[]
schöpffer		[]
in		[]
seiner		[]
vorsehung		[]
regen		[]
und		[]
kälte		[]
haben		[]
wir		[]
um		[]
diese		[]
jahrzeit		[]
gehabt		[]
ô		[]
wie		[]
angenehm		[]
ist		[]
uns		[]
der		[]
sonnenschein		[]
und		[]
die		[]
herankommende		[]
warme		[]
zeit		[]
von		[]
wem		[]
komt		[]
diese		[]
veränderung		[]
jst		[]
sie		[]
nicht		[]
von		[]
dem		[]
allwaltenden		[]
gott		[]
und		[]
von		[]
der		[]
unermüdeten		[]
wirckung		[]
seiner		[]
vorsehung		[]
der		[]
die		[]
vernünfftige		[]
creaturen		[]
auf		[]
erden		[]
wohnen		[]
läßet		[]
zu		[]
dem		[]
ende		[]
daß	 bibel	['Apg_17-27.28']
sie	 bibel	['Apg_17-27.28']
jhn	 bibel	['Apg_17-27.28']
suchen	 bibel	['Apg_17-27.28']
solten	 bibel	['Apg_17-27.28']
ob	 bibel	['Apg_17-27.28']
sie	 bibel	['Apg_17-27.28']
jhn	 bibel	['Apg_17-27.28']
doch	 bibel	['Apg_17-27.28']
fühlen	 bibel	['Apg_17-27.28']
und	 bibel	['Apg_17-27.28']
finden	 bibel	['Apg_17-27.28']
möchten	 bibel	['Apg_17-27.28']
und	 bibel	['Apg_17-27.28']
zwar	 bibel	['Apg_17-27.28']
er	 bibel	['Apg_17-27.28']
ist	 bibel	['Apg_17-27.28']
nicht	 bibel	['Apg_17-27.28']
ferne	 bibel	['Apg_17-27.28']
von	 bibel	['Apg_17-27.28']
