word	types	reference
die		[]
25		[]
predigt		[]
organi		[]
laudes		[]
dei		[]
sonantis		[]
inauguratio		[]
die		[]
gottlobende		[]
orgel		[]
musics		[]
einweihung		[]
introitus		[]
ephes	 bibel	['Eph_5-19']
519	 bibel	['Eph_5-19']
werdet	 bibel	['Eph_5-18.19']
voll	 bibel	['Eph_5-18.19']
geistes	 bibel	['Eph_5-18.19']
und	 bibel	['Eph_5-18.19']
redet	 bibel	['Eph_5-18.19']
unter	 bibel	['Eph_5-18.19']
einander	 bibel	['Eph_5-18.19']
von	 bibel	['Eph_5-18.19']
psalmen	 bibel	['Eph_5-18.19']
und	 bibel	['Eph_5-18.19']
lobgesängen	 bibel	['Eph_5-18.19']
und	 bibel	['Eph_5-18.19']
geistlichen	 bibel	['Eph_5-18.19']
liedern	 bibel	['Eph_5-18.19']
singet	 bibel	['Eph_5-18.19']
und	 bibel	['Eph_5-18.19']
spielet	 bibel	['Eph_5-18.19']
dem	 bibel	['Eph_5-18.19']
herrn	 bibel	['Eph_5-18.19']
in	 bibel	['Eph_5-18.19']
ewern	 bibel	['Eph_5-18.19']
hertzen	 bibel	['Eph_5-18.19']
etc		[]
diese		[]
wort		[]
führen		[]
uns		[]
auff		[]
die		[]
edle		[]
music		[]
1		[]
christliche		[]
haußmusic		[]
da		[]
der		[]
oberste		[]
capelmeister		[]
ist		[]
gott		[]
der		[]
heilige		[]
geist		[]
der		[]
uns		[]
lehret		[]
1		[]
recht		[]
reden		[]
1	 bibel	['1Kor_12-3']
cor	 bibel	['1Kor_12-3']
123	 bibel	['1Kor_12-3']
2		[]
recht		[]
beten		[]
zach	 bibel	['Sach_12-10']
1210	 bibel	['Sach_12-10']
rom	 bibel	['Röm_8-15']
815	 bibel	['Röm_8-15']
3		[]
recht		[]
singen		[]
2		[]
eine		[]
wohlangestelte		[]
und		[]
verfaste		[]
kirchenmusic		[]
da		[]
man		[]
in		[]
der		[]
kirchen		[]
und		[]
in		[]
dem		[]
hause		[]
und		[]
vorhöffen		[]
gottes		[]
die		[]
heilige		[]
dreyfaltigkeit		[]
lobet		[]
ps	 bibel	['Ps_84-2.3']
842	 bibel	['Ps_84-2.3']
seq	 bibel	['Ps_84-2.3']
mit		[]
einer		[]
vocal-music		[]
die		[]
heiligen	 bibel	['Ps_30-5']
lobsingen	 bibel	['Ps_30-5']
dem	 bibel	['Ps_30-5']
herrn	 bibel	['Ps_30-5']
ps		[]
305		[]
ps	 bibel	['Ps_87-7']
877	 bibel	['Ps_87-7']
2		[]
instrumental-music		[]
mit		[]
posaunen		[]
trompeten		[]
seitenspiel		[]
pfeiffen		[]
mit		[]
paucken		[]
reigen		[]
hellen		[]
cymbeln		[]
ps	 bibel	['Ps_98-6.7']
9867	 bibel	['Ps_98-6.7']
wie		[]
in		[]
2	 bibel	['2Chr_5-13.14']
chron	 bibel	['2Chr_5-13.14']
5	 bibel	['2Chr_5-13.14']
dergleichen		[]
music		[]
bey		[]
einweihung		[]
des		[]
tempel		[]
salomonis		[]
angeordnet		[]
v		[]
13		[]
seq		[]
3		[]
eine		[]
ewigschallende		[]
himmelsmusic		[]
da		[]
wir		[]
gott		[]
in		[]
ewigkeit		[]
loben		[]
werden		[]
mit		[]
dem		[]
immerwärenden		[]
alleluja		[]
hier		[]
haben		[]
wir		[]
ein		[]
vorspiel		[]
an		[]
der		[]
kirchenmusic		[]
sonderlich		[]
an		[]
dem		[]
